6. ЖИЛЫЕ ПОМЕЩЕНИЯ2) ПО ИХ ТИПАМ И ЧИСЛУ ПРОЖИВАЮЩИХ В НИХ ЧАСТНЫХ ДОМОХОЗЯЙСТВ
ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ										
										
	Всего жилых помещений	в них проживает								
		одно домохозяйство	в том числе состоящее из					два домохозяйства	три домохозяйства	четыре домохозяйства и более
			1 человека 	2 человек	3 человек	4 человек	5 и более человек			
Российская Федерация										
Городские и сельские населенные пункты										
индивидуальные дома	197229.0	197085.0	74378.0	64401.0	27591.0	19703.0	11012.0	134.0	9.0	1.0
отдельные квартиры	109126.0	108614.0	18212.0	26992.0	30085.0	24259.0	9066.0	475.0	33.0	4.0
коммунальные квартиры	552.0	181.0	44.0	38.0	62.0	27.0	10.0	333.0	33.0	5.0
Оренбургская область										
Городские и сельские населенные пункты										
Все жилые помещения (включая арендуемые домохозяйствами у отдельных граждан)	747710.0	739739.0	135947.0	208628.0	187630.0	142760.0	64774.0	6448.0	1120.0	403.0
в том числе:										
индивидуальные дома	278800.0	276816.0	52599.0	78496.0	60771.0	54472.0	30478.0	1649.0	228.0	107.0
отдельные квартиры	465801.0	461975.0	83146.0	129865.0	126624.0	88134.0	34206.0	3279.0	454.0	93.0
коммунальные квартиры	3109.0	948.0	202.0	267.0	235.0	154.0	90.0	1520.0	438.0	203.0
Городские населенные пункты										
Все жилые помещения (включая арендуемые домохозяйствами у отдельных граждан)	434003.0	427490.0	80932.0	122126.0	114851.0	79153.0	30428.0	5171.0	984.0	358.0
в том числе:										
индивидуальные дома	92225.0	90741.0	16181.0	24103.0	21584.0	19044.0	9829.0	1213.0	185.0	86.0
отдельные квартиры	339353.0	336106.0	64621.0	97833.0	93103.0	60008.0	20541.0	2759.0	403.0	85.0
коммунальные квартиры	2425.0	643.0	130.0	190.0	164.0	101.0	58.0	1199.0	396.0	187.0
Сельские населенные пункты										
Все жилые помещения (включая арендуемые домохозяйствами у отдельных граждан)	313707.0	312249.0	55015.0	86502.0	72779.0	63607.0	34346.0	1277.0	136.0	45.0
в том числе:										
индивидуальные дома	186575.0	186075.0	36418.0	54393.0	39187.0	35428.0	20649.0	436.0	43.0	21.0
отдельные квартиры	126448.0	125869.0	18525.0	32032.0	33521.0	28126.0	13665.0	520.0	51.0	8.0
коммунальные квартиры	684.0	305.0	72.0	77.0	71.0	53.0	32.0	321.0	42.0	16.0
Пензенская область										
Городские и сельские населенные пункты										
Все жилые помещения (включая арендуемые домохозяйствами у отдельных граждан)	530218.0	524125.0	115894.0	153709.0	130190.0	86516.0	37816.0	4858.0	871.0	364.0
в том числе:										
индивидуальные дома	216848.0	216606.0	57691.0	66468.0	43292.0	31993.0	17162.0	221.0	16.0	5.0
отдельные квартиры	310256.0	307029.0	58032.0	87129.0	86774.0	54456.0	20638.0	2841.0	335.0	51.0
коммунальные квартиры	3114.0	490.0	171.0	112.0	124.0	67.0	16.0	1796.0	520.0	308.0
Городские населенные пункты										
Все жилые помещения (включая арендуемые домохозяйствами у отдельных граждан)	332287.0	326544.0	64565.0	94374.0	89746.0	55432.0	22427.0	4527.0	853.0	363.0
в том числе:										
индивидуальные дома	70689.0	70503.0	15345.0	20653.0	16763.0	11872.0	5870.0	169.0	12.0	5.0
отдельные квартиры	258632.0	255566.0	49051.0	73614.0	72866.0	43494.0	16541.0	2688.0	328.0	50.0
коммунальные квартиры	2966.0	475.0	169.0	107.0	117.0	66.0	16.0	1670.0	513.0	308.0
Сельские населенные пункты										
Все жилые помещения (включая арендуемые домохозяйствами у отдельных граждан)	197931.0	197581.0	51329.0	59335.0	40444.0	31084.0	15389.0	331.0	18.0	1.0
в том числе:										
индивидуальные дома	146159.0	146103.0	42346.0	45815.0	26529.0	20121.0	11292.0	52.0	4.0	-
отдельные квартиры	51624.0	51463.0	8981.0	13515.0	13908.0	10962.0	4097.0	153.0	7.0	1.0
коммунальные квартиры	148.0	15.0	2.0	5.0	7.0	1.0	-	126.0	7.0	-
Пермская область										
Городские и сельские населенные пункты										
Все жилые помещения (включая арендуемые домохозяйствами у отдельных граждан)	961596.0	945174.0	195015.0	267464.0	229855.0	167973.0	84867.0	13008.0	2580.0	834.0
в том числе:										
индивидуальные дома	203896.0	203163.0	50915.0	60337.0	38307.0	32244.0	21360.0	675.0	50.0	8.0
отдельные квартиры	746839.0	739819.0	143570.0	206557.0	191004.0	135413.0	63275.0	6267.0	675.0	78.0
коммунальные квартиры	10861.0	2192.0	530.0	570.0	544.0	316.0	232.0	6066.0	1855.0	748.0
Городские населенные пункты										
Все жилые помещения (включая арендуемые домохозяйствами у отдельных граждан)	721585.0	706288.0	144118.0	202442.0	179870.0	123746.0	56112.0	11979.0	2496.0	822.0
в том числе:										
индивидуальные дома	78413.0	77897.0	18664.0	23074.0	15769.0	12787.0	7603.0	469.0	39.0	8.0
отдельные квартиры	632944.0	626528.0	124987.0	178884.0	163630.0	110711.0	48316.0	5695.0	646.0	75.0
коммунальные квартиры	10228.0	1863.0	467.0	484.0	471.0	248.0	193.0	5815.0	1811.0	739.0
Сельские населенные пункты										
Все жилые помещения (включая арендуемые домохозяйствами у отдельных граждан)	240011.0	238886.0	50897.0	65022.0	49985.0	44227.0	28755.0	1029.0	84.0	12.0
в том числе:										
индивидуальные дома	125483.0	125266.0	32251.0	37263.0	22538.0	19457.0	13757.0	206.0	11.0	-
отдельные квартиры	113895.0	113291.0	18583.0	27673.0	27374.0	24702.0	14959.0	572.0	29.0	3.0
коммунальные квартиры	633.0	329.0	63.0	86.0	73.0	68.0	39.0	251.0	44.0	9.0
Коми–Пермяцкий автономный округ										
Городские и сельские населенные пункты										
Все жилые помещения (включая арендуемые домохозяйствами у отдельных граждан)	47035.0	46897.0	9869.0	12855.0	10134.0	8448.0	5591.0	114.0	21.0	3.0
в том числе:										
индивидуальные дома	24488.0	24452.0	5880.0	6940.0	4672.0	3945.0	3015.0	30.0	5.0	1.0
отдельные квартиры	22441.0	22382.0	3979.0	5897.0	5444.0	4492.0	2570.0	53.0	6.0	-
коммунальные квартиры	106.0	63.0	10.0	18.0	18.0	11.0	6.0	31.0	10.0	2.0
Городские населенные пункты										
Все жилые помещения (включая арендуемые домохозяйствами у отдельных граждан)	11389.0	11278.0	2125.0	3097.0	2786.0	2163.0	1107.0	92.0	16.0	3.0
в том числе:										
индивидуальные дома	3320.0	3295.0	603.0	912.0	758.0	656.0	366.0	20.0	4.0	1.0
отдельные квартиры	8023.0	7973.0	1522.0	2183.0	2023.0	1505.0	740.0	47.0	3.0	-
коммунальные квартиры	46.0	10.0	-	2.0	5.0	2.0	1.0	25.0	9.0	2.0
Сельские населенные пункты										
Все жилые помещения (включая арендуемые домохозяйствами у отдельных граждан)	35646.0	35619.0	7744.0	9758.0	7348.0	6285.0	4484.0	22.0	5.0	-
в том числе:										
индивидуальные дома	21168.0	21157.0	5277.0	6028.0	3914.0	3289.0	2649.0	10.0	1.0	-
отдельные квартиры	14418.0	14409.0	2457.0	3714.0	3421.0	2987.0	1830.0	6.0	3.0	-
коммунальные квартиры	60.0	53.0	10.0	16.0	13.0	9.0	5.0	6.0	1.0	-
Самарская  область										
Городские и сельские населенные пункты										
Все жилые помещения (включая арендуемые домохозяйствами у отдельных граждан)	1123615.0	1105190.0	220189.0	313862.0	283138.0	199753.0	88248.0	14954.0	2795.0	676.0
в том числе:										
индивидуальные дома	212603.0	211390.0	54068.0	62952.0	41258.0	33297.0	19815.0	1089.0	95.0	29.0
отдельные квартиры	896242.0	889001.0	164888.0	249609.0	240756.0	165678.0	68070.0	6422.0	730.0	89.0
коммунальные квартиры	14770.0	4799.0	1233.0	1301.0	1124.0	778.0	363.0	7443.0	1970.0	558.0
Городские населенные пункты										
Все жилые помещения (включая арендуемые домохозяйствами у отдельных граждан)	893068.0	875410.0	168202.0	247109.0	233251.0	158562.0	68286.0	14279.0	2723.0	656.0
в том числе:										
индивидуальные дома	79613.0	78597.0	18618.0	21742.0	16523.0	13096.0	8618.0	911.0	81.0	24.0
отдельные квартиры	799214.0	792297.0	148416.0	224149.0	215674.0	144725.0	59333.0	6129.0	700.0	88.0
коммунальные квартиры	14241.0	4516.0	1168.0	1218.0	1054.0	741.0	335.0	7239.0	1942.0	544.0
Сельские населенные пункты										
Все жилые помещения (включая арендуемые домохозяйствами у отдельных граждан)	230547.0	229780.0	51987.0	66753.0	49887.0	41191.0	19962.0	675.0	72.0	20.0
в том числе:										
индивидуальные дома	132990.0	132793.0	35450.0	41210.0	24735.0	20201.0	11197.0	178.0	14.0	5.0
отдельные квартиры	97028.0	96704.0	16472.0	25460.0	25082.0	20953.0	8737.0	293.0	30.0	1.0
коммунальные квартиры	529.0	283.0	65.0	83.0	70.0	37.0	28.0	204.0	28.0	14.0
Саратовская область										
Городские и сельские населенные пункты										
Все жилые помещения (включая арендуемые домохозяйствами у отдельных граждан)	954321.0	944685.0	196113.0	282117.0	236312.0	160220.0	69923.0	7415.0	1523.0	698.0
в том числе:										
индивидуальные дома	294069.0	293490.0	68127.0	91044.0	60323.0	48047.0	25949.0	522.0	45.0	12.0
отдельные квартиры	653247.0	649108.0	127386.0	190450.0	175514.0	111891.0	43867.0	3629.0	430.0	80.0
коммунальные квартиры	7005.0	2087.0	600.0	623.0	475.0	282.0	107.0	3264.0	1048.0	606.0
Городские населенные пункты										
Все жилые помещения (включая арендуемые домохозяйствами у отдельных граждан)	702320.0	693164.0	144524.0	208535.0	183304.0	112562.0	44239.0	6972.0	1491.0	693.0
в том числе:										
индивидуальные дома	143329.0	142854.0	31801.0	42637.0	32180.0	23947.0	12289.0	426.0	39.0	10.0
отдельные квартиры	552254.0	548362.0	112152.0	165312.0	150676.0	88361.0	31861.0	3394.0	420.0	78.0
коммунальные квартиры	6737.0	1948.0	571.0	586.0	448.0	254.0	89.0	3152.0	1032.0	605.0
Сельские населенные пункты										
Все жилые помещения (включая арендуемые домохозяйствами у отдельных граждан)	252001.0	251521.0	51589.0	73582.0	53008.0	47658.0	25684.0	443.0	32.0	5.0
в том числе:										
индивидуальные дома	150740.0	150636.0	36326.0	48407.0	28143.0	24100.0	13660.0	96.0	6.0	2.0
отдельные квартиры	100993.0	100746.0	15234.0	25138.0	24838.0	23530.0	12006.0	235.0	10.0	2.0
коммунальные квартиры	268.0	139.0	29.0	37.0	27.0	28.0	18.0	112.0	16.0	1.0
Ульяновская область										
Городские и сельские населенные пункты										
Все жилые помещения (включая арендуемые домохозяйствами у отдельных граждан)	493121.0	488060.0	102065.0	141153.0	122244.0	87899.0	34699.0	4133.0	678.0	250.0
в том числе:										
индивидуальные дома	153196.0	153041.0	41956.0	48561.0	28787.0	21847.0	11890.0	145.0	8.0	2.0
отдельные квартиры	336022.0	334322.0	59958.0	92431.0	93253.0	65923.0	22757.0	1547.0	133.0	20.0
коммунальные квартиры	3903.0	697.0	151.0	161.0	204.0	129.0	52.0	2441.0	537.0	228.0
Городские населенные пункты										
Все жилые помещения (включая арендуемые домохозяйствами у отдельных граждан)	349333.0	344539.0	65698.0	97261.0	93445.0	64684.0	23451.0	3885.0	663.0	246.0
в том числе:										
индивидуальные дома	57190.0	57064.0	12673.0	16681.0	12645.0	9901.0	5164.0	116.0	8.0	2.0
отдельные квартиры	288325.0	286783.0	52878.0	80419.0	80597.0	54654.0	18235.0	1394.0	128.0	20.0
коммунальные квартиры	3818.0	692.0	147.0	161.0	203.0	129.0	52.0	2375.0	527.0	224.0
Сельские населенные пункты										
Все жилые помещения (включая арендуемые домохозяйствами у отдельных граждан)	143788.0	143521.0	36367.0	43892.0	28799.0	23215.0	11248.0	248.0	15.0	4.0
в том числе:										
индивидуальные дома	96006.0	95977.0	29283.0	31880.0	16142.0	11946.0	6726.0	29.0	-	-
отдельные квартиры	47697.0	47539.0	7080.0	12012.0	12656.0	11269.0	4522.0	153.0	5.0	-
коммунальные квартиры	85.0	5.0	4.0	-	1.0	-	-	66.0	10.0	4.0
Уральский федеральный округ										
Курганская область										
Городские и сельские населенные пункты										
Все жилые помещения (включая арендуемые домохозяйствами у отдельных граждан)	369645.0	366921.0	78998.0	112251.0	87995.0	60422.0	27255.0	2331.0	295.0	98.0
в том числе:										
индивидуальные дома	141319.0	140989.0	32495.0	44888.0	29520.0	22500.0	11586.0	308.0	19.0	3.0
отдельные квартиры	226910.0	225577.0	46404.0	67255.0	58384.0	37886.0	15648.0	1198.0	106.0	29.0
коммунальные квартиры	1416.0	355.0	99.0	108.0	91.0	36.0	21.0	825.0	170.0	66.0
Городские населенные пункты										
Все жилые помещения (включая арендуемые домохозяйствами у отдельных граждан)	204450.0	202156.0	41749.0	61501.0	52910.0	32732.0	13264.0	1935.0	268.0	91.0
в том числе:										
индивидуальные дома	41903.0	41677.0	7452.0	12214.0	10469.0	7733.0	3809.0	208.0	16.0	2.0
отдельные квартиры	161311.0	160171.0	34210.0	49194.0	42361.0	24968.0	9438.0	1018.0	97.0	25.0
коммунальные квартиры	1236.0	308.0	87.0	93.0	80.0	31.0	17.0	709.0	155.0	64.0
Сельские населенные пункты										
Все жилые помещения (включая арендуемые домохозяйствами у отдельных граждан)	165195.0	164765.0	37249.0	50750.0	35085.0	27690.0	13991.0	396.0	27.0	7.0
в том числе:										
индивидуальные дома	99416.0	99312.0	25043.0	32674.0	19051.0	14767.0	7777.0	100.0	3.0	1.0
отдельные квартиры	65599.0	65406.0	12194.0	18061.0	16023.0	12918.0	6210.0	180.0	9.0	4.0
коммунальные квартиры	180.0	47.0	12.0	15.0	11.0	5.0	4.0	116.0	15.0	2.0
Свердловская область										
Городские и сельские населенные пункты										
Все жилые помещения (включая арендуемые домохозяйствами у отдельных граждан)	1619307.0	1600452.0	365699.0	479004.0	391054.0	258203.0	106492.0	15550.0	2707.0	598.0
в том числе:										
индивидуальные дома	263821.0	263008.0	71512.0	83938.0	48724.0	37492.0	21342.0	741.0	55.0	17.0
отдельные квартиры	1340405.0	1332792.0	292730.0	393785.0	341276.0	220151.0	84850.0	6894.0	611.0	108.0
коммунальные квартиры	15081.0	4652.0	1457.0	1281.0	1054.0	560.0	300.0	7915.0	2041.0	473.0
Городские населенные пункты										
Все жилые помещения (включая арендуемые домохозяйствами у отдельных граждан)	1421986.0	1403817.0	318000.0	421277.0	351696.0	225596.0	87248.0	14940.0	2640.0	589.0
в том числе:										
индивидуальные дома	170463.0	169755.0	43602.0	53313.0	33628.0	25562.0	13650.0	645.0	49.0	14.0
отдельные квартиры	1236927.0	1229648.0	273009.0	366748.0	317059.0	199510.0	73322.0	6584.0	589.0	106.0
коммунальные квартиры	14596.0	4414.0	1389.0	1216.0	1009.0	524.0	276.0	7711.0	2002.0	469.0
Сельские населенные пункты										
Все жилые помещения (включая арендуемые домохозяйствами у отдельных граждан)	197321.0	196635.0	47699.0	57727.0	39358.0	32607.0	19244.0	610.0	67.0	9.0
в том числе:										
индивидуальные дома	93358.0	93253.0	27910.0	30625.0	15096.0	11930.0	7692.0	96.0	6.0	3.0
отдельные квартиры	103478.0	103144.0	19721.0	27037.0	24217.0	20641.0	11528.0	310.0	22.0	2.0
коммунальные квартиры	485.0	238.0	68.0	65.0	45.0	36.0	24.0	204.0	39.0	4.0
Тюменская область										
Городские и сельские населенные пункты										
Все жилые помещения (включая арендуемые домохозяйствами у отдельных граждан)	990205.0	977359.0	152262.0	244182.0	270038.0	210336.0	100541.0	11251.0	1377.0	218.0
в том числе:										
индивидуальные дома	160206.0	159452.0	31007.0	43963.0	33809.0	30069.0	20604.0	649.0	81.0	24.0
отдельные квартиры	824622.0	816585.0	120976.0	199879.0	235882.0	180017.0	79831.0	7253.0	701.0	83.0
коммунальные квартиры	5377.0	1322.0	279.0	340.0	347.0	250.0	106.0	3349.0	595.0	111.0
Городские населенные пункты										
Все жилые помещения (включая арендуемые домохозяйствами у отдельных граждан)	753311.0	741764.0	109197.0	180839.0	214565.0	164159.0	73004.0	10102.0	1253.0	192.0
в том числе:										
индивидуальные дома	53150.0	52609.0	8271.0	12988.0	12325.0	11298.0	7727.0	456.0	63.0	22.0
отдельные квартиры	695232.0	687933.0	100664.0	167533.0	201926.0	152631.0	65179.0	6562.0	656.0	81.0
коммунальные квартиры	4929.0	1222.0	262.0	318.0	314.0	230.0	98.0	3084.0	534.0	89.0
Сельские населенные пункты										
Все жилые помещения (включая арендуемые домохозяйствами у отдельных граждан)	236894.0	235595.0	43065.0	63343.0	55473.0	46177.0	27537.0	1149.0	124.0	26.0
в том числе:										
индивидуальные дома	107056.0	106843.0	22736.0	30975.0	21484.0	18771.0	12877.0	193.0	18.0	2.0
отдельные квартиры	129390.0	128652.0	20312.0	32346.0	33956.0	27386.0	14652.0	691.0	45.0	2.0
коммунальные квартиры	448.0	100.0	17.0	22.0	33.0	20.0	8.0	265.0	61.0	22.0
Ханты-Мансийский автономный округ - Югра										
Городские и сельские населенные пункты										
Все жилые помещения (включая арендуемые домохозяйствами у отдельных граждан)	406429.0	399184.0	49035.0	90053.0	119209.0	96183.0	44704.0	6337.0	801.0	107.0
в том числе:										
индивидуальные дома	22392.0	22194.0	3083.0	4846.0	5303.0	5278.0	3684.0	158.0	30.0	10.0
отдельные квартиры	380687.0	376326.0	45818.0	85037.0	113724.0	90782.0	40965.0	3925.0	387.0	49.0
коммунальные квартиры	3350.0	664.0	134.0	170.0	182.0	123.0	55.0	2254.0	384.0	48.0
Городские населенные пункты										
Все жилые помещения (включая арендуемые домохозяйствами у отдельных граждан)	369620.0	362652.0	43300.0	81322.0	109490.0	88306.0	40234.0	6093.0	773.0	102.0
в том числе:										
индивидуальные дома	14869.0	14699.0	1696.0	3081.0	3673.0	3749.0	2500.0	136.0	25.0	9.0
отдельные квартиры	351470.0	347298.0	41472.0	78072.0	105640.0	84434.0	37680.0	3748.0	376.0	48.0
коммунальные квартиры	3281.0	655.0	132.0	169.0	177.0	123.0	54.0	2209.0	372.0	45.0
Сельские населенные пункты										
Все жилые помещения (включая арендуемые домохозяйствами у отдельных граждан)	36809.0	36532.0	5735.0	8731.0	9719.0	7877.0	4470.0	244.0	28.0	5.0
в том числе:										
индивидуальные дома	7523.0	7495.0	1387.0	1765.0	1630.0	1529.0	1184.0	22.0	5.0	1.0
отдельные квартиры	29217.0	29028.0	4346.0	6965.0	8084.0	6348.0	3285.0	177.0	11.0	1.0
коммунальные квартиры	69.0	9.0	2.0	1.0	5.0	-	1.0	45.0	12.0	3.0
Ямало-Ненецкий автономный округ										
Городские и сельские населенные пункты										
Все жилые помещения (включая арендуемые домохозяйствами у отдельных граждан)	144711.0	143016.0	18944.0	33003.0	44414.0	32240.0	14415.0	1474.0	192.0	29.0
в том числе:										
индивидуальные дома	3943.0	3928.0	519.0	756.0	957.0	909.0	787.0	12.0	3.0	-
отдельные квартиры	140025.0	138842.0	18378.0	32184.0	43381.0	31291.0	13608.0	1071.0	102.0	10.0
коммунальные квартиры	743.0	246.0	47.0	63.0	76.0	40.0	20.0	391.0	87.0	19.0
Городские населенные пункты										
Все жилые помещения (включая арендуемые домохозяйствами у отдельных граждан)	124940.0	123401.0	16126.0	28508.0	38968.0	28135.0	11664.0	1335.0	180.0	24.0
в том числе:										
индивидуальные дома	1844.0	1834.0	241.0	369.0	477.0	432.0	315.0	7.0	3.0	-
отдельные квартиры	122421.0	121350.0	15838.0	28081.0	38429.0	27668.0	11334.0	964.0	97.0	10.0
коммунальные квартиры	675.0	217.0	47.0	58.0	62.0	35.0	15.0	364.0	80.0	14.0
Сельские населенные пункты										
Все жилые помещения (включая арендуемые домохозяйствами у отдельных граждан)	19771.0	19615.0	2818.0	4495.0	5446.0	4105.0	2751.0	139.0	12.0	5.0
в том числе:										
индивидуальные дома	2099.0	2094.0	278.0	387.0	480.0	477.0	472.0	5.0	-	-
отдельные квартиры	17604.0	17492.0	2540.0	4103.0	4952.0	3623.0	2274.0	107.0	5.0	-
коммунальные квартиры	68.0	29.0	-	5.0	14.0	5.0	5.0	27.0	7.0	5.0
Челябинская область										
Городские и сельские населенные пункты										
Все жилые помещения (включая арендуемые домохозяйствами у отдельных граждан)	1276584.0	1261470.0	264861.0	371841.0	308118.0	221728.0	94922.0	12308.0	2308.0	498.0
в том числе:										
индивидуальные дома	266184.0	265415.0	60257.0	78789.0	53438.0	46782.0	26149.0	712.0	41.0	16.0
отдельные квартиры	1000148.0	994792.0	204281.0	292722.0	254387.0	174748.0	68654.0	4828.0	472.0	56.0
коммунальные квартиры	10252.0	1263.0	323.0	330.0	293.0	198.0	119.0	6768.0	1795.0	426.0
Городские населенные пункты										
Все жилые помещения (включая арендуемые домохозяйствами у отдельных граждан)	1045178.0	1030799.0	218216.0	306312.0	259242.0	177209.0	69820.0	11646.0	2244.0	489.0
в том числе:										
индивидуальные дома	149740.0	149141.0	34626.0	43780.0	31156.0	26082.0	13497.0	555.0	29.0	15.0
отдельные квартиры	885530.0	880494.0	183296.0	262221.0	227809.0	150958.0	56210.0	4528.0	454.0	54.0
коммунальные квартиры	9908.0	1164.0	294.0	311.0	277.0	169.0	113.0	6563.0	1761.0	420.0
Сельские населенные пункты										
Все жилые помещения (включая арендуемые домохозяйствами у отдельных граждан)	231406.0	230671.0	46645.0	65529.0	48876.0	44519.0	25102.0	662.0	64.0	9.0
в том числе:										
индивидуальные дома	116444.0	116274.0	25631.0	35009.0	22282.0	20700.0	12652.0	157.0	12.0	1.0
отдельные квартиры	114618.0	114298.0	20985.0	30501.0	26578.0	23790.0	12444.0	300.0	18.0	2.0
коммунальные квартиры	344.0	99.0	29.0	19.0	16.0	29.0	6.0	205.0	34.0	6.0
Сибирский федеральный округ										
Республика Алтай										
Городские и сельские населенные пункты										
Все жилые помещения (включая арендуемые домохозяйствами у отдельных граждан)	64340.0	63517.0	10182.0	16087.0	15645.0	12860.0	8743.0	710.0	84.0	29.0
в том числе:										
индивидуальные дома	35104.0	34860.0	5683.0	8710.0	8074.0	7117.0	5276.0	214.0	24.0	6.0
отдельные квартиры	28980.0	28637.0	4494.0	7372.0	7566.0	5738.0	3467.0	306.0	28.0	9.0
коммунальные квартиры	256.0	20.0	5.0	5.0	5.0	5.0	-	190.0	32.0	14.0
Городские населенные пункты										
Все жилые помещения (включая арендуемые домохозяйствами у отдельных граждан)	16404.0	15986.0	2633.0	4357.0	4372.0	2957.0	1667.0	340.0	54.0	24.0
в том числе:										
индивидуальные дома	6664.0	6541.0	921.0	1670.0	1724.0	1324.0	902.0	104.0	15.0	4.0
отдельные квартиры	9599.0	9430.0	1708.0	2684.0	2645.0	1628.0	765.0	145.0	15.0	9.0
коммунальные квартиры	141.0	15.0	4.0	3.0	3.0	5.0	-	91.0	24.0	11.0
Сельские населенные пункты										
Все жилые помещения (включая арендуемые домохозяйствами у отдельных граждан)	47936.0	47531.0	7549.0	11730.0	11273.0	9903.0	7076.0	370.0	30.0	5.0
в том числе:										
индивидуальные дома	28440.0	28319.0	4762.0	7040.0	6350.0	5793.0	4374.0	110.0	9.0	2.0
отдельные квартиры	19381.0	19207.0	2786.0	4688.0	4921.0	4110.0	2702.0	161.0	13.0	-
коммунальные квартиры	115.0	5.0	1.0	2.0	2.0	-	-	99.0	8.0	3.0
Республика Бурятия										
Городские и сельские населенные пункты										
Все жилые помещения (включая арендуемые домохозяйствами у отдельных граждан)	306929.0	305131.0	48051.0	77453.0	75635.0	61496.0	42496.0	1527.0	197.0	74.0
в том числе:										
индивидуальные дома	105716.0	105489.0	16606.0	26106.0	22763.0	20982.0	19032.0	213.0	10.0	4.0
отдельные квартиры	199948.0	199074.0	31335.0	51192.0	52754.0	40401.0	23392.0	774.0	74.0	26.0
коммунальные квартиры	1265.0	568.0	110.0	155.0	118.0	113.0	72.0	540.0	113.0	44.0
Городские населенные пункты										
Все жилые помещения (включая арендуемые домохозяйствами у отдельных граждан)	184030.0	182541.0	29629.0	47998.0	47900.0	36404.0	20610.0	1270.0	177.0	42.0
в том числе:										
индивидуальные дома	31136.0	30979.0	4712.0	7938.0	7115.0	6273.0	4941.0	149.0	5.0	3.0
отдельные квартиры	151780.0	151059.0	24818.0	39921.0	40679.0	30030.0	15611.0	638.0	68.0	15.0
коммунальные квартиры	1114.0	503.0	99.0	139.0	106.0	101.0	58.0	483.0	104.0	24.0
Сельские населенные пункты										
Все жилые помещения (включая арендуемые домохозяйствами у отдельных граждан)	122899.0	122590.0	18422.0	29455.0	27735.0	25092.0	21886.0	257.0	20.0	32.0
в том числе:										
индивидуальные дома	74580.0	74510.0	11894.0	18168.0	15648.0	14709.0	14091.0	64.0	5.0	1.0
отдельные квартиры	48168.0	48015.0	6517.0	11271.0	12075.0	10371.0	7781.0	136.0	6.0	11.0
коммунальные квартиры	151.0	65.0	11.0	16.0	12.0	12.0	14.0	57.0	9.0	20.0
Республика Тыва										
Городские и сельские населенные пункты										
Все жилые помещения (включая арендуемые домохозяйствами у отдельных граждан)	74542.0	74054.0	7481.0	13497.0	16135.0	15631.0	21310.0	435.0	40.0	13.0
в том числе:										
индивидуальные дома	24689.0	24599.0	2269.0	4299.0	4930.0	5129.0	7972.0	86.0	3.0	1.0
отдельные квартиры	49712.0	49391.0	5203.0	9183.0	11192.0	10493.0	13320.0	289.0	26.0	6.0
коммунальные квартиры	141.0	64.0	9.0	15.0	13.0	9.0	18.0	60.0	11.0	6.0
Городские населенные пункты										
Все жилые помещения (включая арендуемые домохозяйствами у отдельных граждан)	41135.0	40763.0	5385.0	8816.0	9694.0	8335.0	8533.0	326.0	36.0	10.0
в том числе:										
индивидуальные дома	10527.0	10459.0	1086.0	2037.0	2209.0	2202.0	2925.0	65.0	2.0	1.0
отдельные квартиры	30490.0	30246.0	4290.0	6765.0	7473.0	6125.0	5593.0	218.0	23.0	3.0
коммунальные квартиры	118.0	58.0	9.0	14.0	12.0	8.0	15.0	43.0	11.0	6.0
Сельские населенные пункты										
Все жилые помещения (включая арендуемые домохозяйствами у отдельных граждан)	33407.0	33291.0	2096.0	4681.0	6441.0	7296.0	12777.0	109.0	4.0	3.0
в том числе:										
индивидуальные дома	14162.0	14140.0	1183.0	2262.0	2721.0	2927.0	5047.0	21.0	1.0	-
отдельные квартиры	19222.0	19145.0	913.0	2418.0	3719.0	4368.0	7727.0	71.0	3.0	3.0
коммунальные квартиры	23.0	6.0	-	1.0	1.0	1.0	3.0	17.0	-	-
Республика Хакасия										
Городские и сельские населенные пункты										
Все жилые помещения (включая арендуемые домохозяйствами у отдельных граждан)	188060.0	186607.0	34778.0	54873.0	47288.0	33168.0	16500.0	1120.0	234.0	99.0
в том числе:										
индивидуальные дома	47588.0	47418.0	9155.0	14182.0	10183.0	8368.0	5530.0	157.0	13.0	-
отдельные квартиры	139626.0	138856.0	25535.0	40602.0	37011.0	24755.0	10953.0	673.0	71.0	26.0
коммунальные квартиры	846.0	333.0	88.0	89.0	94.0	45.0	17.0	290.0	150.0	73.0
Городские населенные пункты										
Все жилые помещения (включая арендуемые домохозяйствами у отдельных граждан)	132871.0	131497.0	24261.0	39238.0	35083.0	23345.0	9570.0	1046.0	231.0	97.0
в том числе:										
индивидуальные дома	25601.0	25444.0	4335.0	7658.0	5747.0	4871.0	2833.0	144.0	13.0	-
отдельные квартиры	106490.0	105760.0	19863.0	31502.0	29244.0	18430.0	6721.0	635.0	71.0	24.0
коммунальные квартиры	780.0	293.0	63.0	78.0	92.0	44.0	16.0	267.0	147.0	73.0
Сельские населенные пункты										
Все жилые помещения (включая арендуемые домохозяйствами у отдельных граждан)	55189.0	55110.0	10517.0	15635.0	12205.0	9823.0	6930.0	74.0	3.0	2.0
в том числе:										
индивидуальные дома	21987.0	21974.0	4820.0	6524.0	4436.0	3497.0	2697.0	13.0	-	-
отдельные квартиры	33136.0	33096.0	5672.0	9100.0	7767.0	6325.0	4232.0	38.0	-	2.0
