8. НАСЕЛЕНИЕ ОТДЕЛЬНЫХ НАЦИОНАЛЬНОСТЕЙ ПО ВОЗРАСТНЫМ ГРУППАМ, ПОЛУ И СОСТОЯНИЮ В БРАКЕ																
																
																
	Мужчины	в том числе							Женщины	в том числе						
		состоящие в браке	из них		никогда не состоявшие в браке	вдовые	разошед-шиеся	не указавшие состояние в браке		состоящие в браке	из них		никогда не состоявшие в браке	вдовые	разошед-шиеся	не указавшие состояние в браке
			в зарегистри-рованном браке	в незарегистри-рованном браке							в зарегистри-рованном браке	в незарегистри-рованном браке				
Все население в возрасте 16 лет и более, включая лиц до 16 лет, указавших состояние в браке																
Казахи	239757.0	150969.0	136382.0	14587.0	72111.0	5781.0	10601.0	295.0	246428.0	142754.0	129073.0	13681.0	58175.0	29690.0	15588.0	221.0
в том числе в возрасте, лет:																
до 16	4.0	4.0	4.0	-		-	-		8.0	8.0	-	8.0		-	-	
16-17	14279.0	31.0	12.0	19.0	14189.0	1.0	5.0	53.0	13479.0	226.0	111.0	115.0	13201.0	2.0	7.0	43.0
18-19	13121.0	246.0	165.0	81.0	12844.0	3.0	8.0	20.0	12665.0	1230.0	877.0	353.0	11368.0	3.0	43.0	21.0
20-24	26989.0	5522.0	4548.0	974.0	21172.0	13.0	232.0	50.0	26513.0	10642.0	8892.0	1750.0	15077.0	106.0	657.0	31.0
25-29	25109.0	14480.0	12489.0	1991.0	9594.0	30.0	973.0	32.0	24960.0	16799.0	14772.0	2027.0	6236.0	297.0	1603.0	25.0
30-34	27369.0	20242.0	18012.0	2230.0	5275.0	71.0	1750.0	31.0	27722.0	20826.0	18610.0	2216.0	3728.0	650.0	2502.0	16.0
35-39	31749.0	25794.0	23399.0	2395.0	3679.0	158.0	2091.0	27.0	32801.0	25334.0	23080.0	2254.0	3109.0	1204.0	3140.0	14.0
40-44	31994.0	26830.0	24571.0	2259.0	2742.0	266.0	2126.0	30.0	32093.0	24592.0	22668.0	1924.0	2515.0	1890.0	3079.0	17.0
45-49	22937.0	19682.0	18060.0	1622.0	1412.0	352.0	1475.0	16.0	21949.0	16255.0	15019.0	1236.0	1399.0	2150.0	2127.0	18.0
50-54	15370.0	13355.0	12353.0	1002.0	600.0	466.0	934.0	15.0	14691.0	10409.0	9660.0	749.0	711.0	2387.0	1175.0	9.0
55-59	7127.0	6163.0	5627.0	536.0	208.0	393.0	359.0	4.0	6972.0	4535.0	4244.0	291.0	199.0	1770.0	466.0	2.0
60-64	9595.0	8032.0	7367.0	665.0	243.0	929.0	385.0	6.0	10839.0	5887.0	5503.0	384.0	205.0	4339.0	406.0	2.0
65-69	6433.0	5246.0	4853.0	393.0	89.0	932.0	165.0	1.0	7973.0	3325.0	3147.0	178.0	134.0	4309.0	200.0	5.0
70 и более	7652.0	5329.0	4914.0	415.0	57.0	2166.0	98.0	2.0	13734.0	2671.0	2475.0	196.0	286.0	10583.0	182.0	12.0
возраст не указан	29.0	13.0	8.0	5.0	7.0	1.0	-	8.0	29.0	15.0	15.0	-	7.0	-	1.0	6.0
Удмурты	235926.0	160325.0	143117.0	17208.0	56680.0	8114.0	10740.0	67.0	301412.0	171415.0	151694.0	19721.0	53053.0	58560.0	18300.0	84.0
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		3.0	3.0	1.0	2.0		-	-	
16-17	9732.0	23.0	13.0	10.0	9704.0	-	1.0	4.0	9439.0	137.0	51.0	86.0	9295.0	2.0	3.0	2.0
18-19	9180.0	255.0	153.0	102.0	8916.0	-	4.0	5.0	9189.0	1017.0	585.0	432.0	8150.0	7.0	13.0	2.0
20-24	21025.0	5729.0	4296.0	1433.0	15167.0	9.0	113.0	7.0	21071.0	9474.0	7355.0	2119.0	11189.0	70.0	333.0	5.0
25-29	20675.0	12631.0	10519.0	2112.0	7322.0	21.0	699.0	2.0	21377.0	15061.0	12767.0	2294.0	4879.0	298.0	1131.0	8.0
30-34	20108.0	14956.0	12922.0	2034.0	3864.0	54.0	1224.0	10.0	21366.0	16628.0	14648.0	1980.0	2582.0	539.0	1608.0	9.0
35-39	26740.0	21031.0	18726.0	2305.0	3834.0	153.0	1716.0	6.0	28981.0	23004.0	20776.0	2228.0	2318.0	1303.0	2349.0	7.0
40-44	34359.0	28011.0	25239.0	2772.0	3721.0	325.0	2294.0	8.0	38560.0	30130.0	27330.0	2800.0	2426.0	2695.0	3304.0	5.0
45-49	28438.0	23691.0	21622.0	2069.0	2227.0	518.0	1997.0	5.0	33628.0	24945.0	22516.0	2429.0	1913.0	3684.0	3077.0	9.0
50-54	20308.0	17306.0	15890.0	1416.0	1060.0	644.0	1290.0	8.0	25314.0	17567.0	15811.0	1756.0	1380.0	4084.0	2274.0	9.0
55-59	8359.0	7161.0	6546.0	615.0	277.0	444.0	475.0	2.0	11037.0	6891.0	6143.0	748.0	593.0	2683.0	869.0	1.0
60-64	13262.0	11185.0	10240.0	945.0	293.0	1264.0	515.0	5.0	20316.0	10382.0	9281.0	1101.0	1191.0	7512.0	1221.0	10.0
65-69	10538.0	8753.0	8070.0	683.0	147.0	1398.0	239.0	1.0	19264.0	7931.0	7087.0	844.0	1427.0	9073.0	829.0	4.0
70 и более	13185.0	9589.0	8877.0	712.0	140.0	3283.0	171.0	2.0	41847.0	8236.0	7335.0	901.0	5708.0	26604.0	1288.0	11.0
возраст не указан	17.0	4.0	4.0	-	8.0	1.0	2.0	2.0	20.0	9.0	8.0	1.0	2.0	6.0	1.0	2.0
Азербайджанцы	290333.0	196920.0	170179.0	26741.0	69343.0	4392.0	16431.0	3247.0	151665.0	110428.0	101784.0	8644.0	25199.0	8031.0	7448.0	559.0
в том числе в возрасте, лет:																
до 16	5.0	5.0	4.0	1.0		-	-		54.0	53.0	19.0	34.0		-	1.0	
16-17	10530.0	58.0	29.0	29.0	10322.0	1.0	-	149.0	8471.0	561.0	277.0	284.0	7813.0	2.0	11.0	84.0
18-19	9470.0	277.0	180.0	97.0	9091.0	1.0	18.0	83.0	7859.0	2014.0	1439.0	575.0	5775.0	2.0	32.0	36.0
20-24	26582.0	5494.0	4074.0	1420.0	20408.0	20.0	299.0	361.0	19471.0	12422.0	10399.0	2023.0	6547.0	45.0	396.0	61.0
25-29	32980.0	18571.0	14639.0	3932.0	12638.0	52.0	1263.0	456.0	22238.0	19064.0	17070.0	1994.0	2117.0	126.0	865.0	66.0
30-34	50833.0	38558.0	31830.0	6728.0	8482.0	159.0	3044.0	590.0	25747.0	23079.0	21552.0	1527.0	1103.0	281.0	1214.0	70.0
35-39	55676.0	46519.0	40443.0	6076.0	4532.0	327.0	3700.0	598.0	24347.0	21649.0	20613.0	1036.0	760.0	467.0	1419.0	52.0
40-44	46788.0	40054.0	35805.0	4249.0	2197.0	540.0	3565.0	432.0	17978.0	15360.0	14708.0	652.0	507.0	681.0	1359.0	71.0
45-49	25203.0	21544.0	19363.0	2181.0	886.0	448.0	2068.0	257.0	9199.0	7367.0	7063.0	304.0	254.0	697.0	861.0	20.0
50-54	13572.0	11334.0	10346.0	988.0	371.0	527.0	1196.0	144.0	5118.0	3669.0	3548.0	121.0	127.0	727.0	570.0	25.0
55-59	5331.0	4369.0	3999.0	370.0	132.0	301.0	491.0	38.0	2226.0	1447.0	1422.0	25.0	45.0	473.0	243.0	18.0
60-64	5827.0	4694.0	4332.0	362.0	130.0	543.0	434.0	26.0	2885.0	1582.0	1551.0	31.0	40.0	1029.0	222.0	12.0
65-69	3659.0	2889.0	2718.0	171.0	63.0	486.0	209.0	12.0	2515.0	1180.0	1163.0	17.0	40.0	1133.0	155.0	7.0
70 и более	3669.0	2477.0	2352.0	125.0	58.0	984.0	137.0	13.0	3504.0	949.0	930.0	19.0	69.0	2367.0	99.0	20.0
возраст не указан	208.0	77.0	65.0	12.0	33.0	3.0	7.0	88.0	53.0	32.0	30.0	2.0	2.0	1.0	1.0	17.0
Марийцы	220383.0	140286.0	125301.0	14985.0	61908.0	8037.0	10061.0	91.0	269165.0	155391.0	137766.0	17625.0	51228.0	45838.0	16623.0	85.0
в том числе в возрасте, лет:																
до 16	1.0	1.0	1.0	-		-	-		3.0	3.0	3.0	-		-	-	
16-17	10853.0	24.0	6.0	18.0	10813.0	-	7.0	9.0	11050.0	143.0	65.0	78.0	10896.0	2.0	4.0	5.0
18-19	9796.0	196.0	117.0	79.0	9585.0	3.0	4.0	8.0	10164.0	978.0	603.0	375.0	9170.0	6.0	8.0	2.0
20-24	21593.0	4794.0	3635.0	1159.0	16655.0	5.0	125.0	14.0	22658.0	9728.0	7628.0	2100.0	12419.0	73.0	426.0	12.0
25-29	20341.0	11640.0	9630.0	2010.0	7894.0	28.0	772.0	7.0	21091.0	15029.0	12783.0	2246.0	4557.0	320.0	1179.0	6.0
30-34	20489.0	14612.0	12739.0	1873.0	4553.0	47.0	1268.0	9.0	22172.0	17410.0	15364.0	2046.0	2362.0	606.0	1790.0	4.0
35-39	26762.0	20589.0	18397.0	2192.0	4223.0	156.0	1784.0	10.0	28882.0	23166.0	21089.0	2077.0	1935.0	1300.0	2471.0	10.0
40-44	31382.0	24936.0	22584.0	2352.0	4004.0	359.0	2074.0	9.0	34899.0	27538.0	25183.0	2355.0	1908.0	2376.0	3071.0	6.0
45-49	25849.0	21247.0	19512.0	1735.0	2289.0	525.0	1777.0	11.0	29161.0	22022.0	19986.0	2036.0	1485.0	3142.0	2503.0	9.0
50-54	17530.0	14659.0	13514.0	1145.0	1083.0	687.0	1098.0	3.0	21181.0	14727.0	13275.0	1452.0	995.0	3667.0	1780.0	12.0
55-59	6971.0	5838.0	5368.0	470.0	289.0	424.0	419.0	1.0	8887.0	5582.0	5004.0	578.0	400.0	2221.0	682.0	2.0
60-64	10435.0	8495.0	7729.0	766.0	228.0	1301.0	409.0	2.0	15344.0	7852.0	6953.0	899.0	782.0	5794.0	912.0	4.0
65-69	8105.0	6315.0	5756.0	559.0	134.0	1474.0	180.0	2.0	14037.0	5620.0	4953.0	667.0	973.0	6832.0	609.0	3.0
70 и более	10261.0	6937.0	6310.0	627.0	150.0	3027.0	143.0	4.0	29614.0	5584.0	4869.0	715.0	3344.0	19494.0	1187.0	5.0
возраст не указан	15.0	3.0	3.0	-	8.0	1.0	1.0	2.0	22.0	9.0	8.0	1.0	2.0	5.0	1.0	5.0
Немцы	245749.0	175338.0	156180.0	19158.0	49049.0	8803.0	12392.0	167.0	265987.0	156367.0	138449.0	17918.0	42322.0	43043.0	24078.0	177.0
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		7.0	7.0	-	7.0		-	-	
16-17	9735.0	67.0	31.0	36.0	9628.0	-	2.0	38.0	9881.0	301.0	150.0	151.0	9532.0	2.0	6.0	40.0
18-19	10743.0	508.0	335.0	173.0	10208.0	1.0	11.0	15.0	10729.0	1737.0	1178.0	559.0	8923.0	7.0	45.0	17.0
20-24	28779.0	10306.0	8257.0	2049.0	17990.0	11.0	455.0	17.0	28840.0	14883.0	12005.0	2878.0	12647.0	93.0	1187.0	30.0
25-29	23612.0	16760.0	14314.0	2446.0	5526.0	30.0	1283.0	13.0	23236.0	16869.0	14328.0	2541.0	3830.0	248.0	2268.0	21.0
30-34	16785.0	13913.0	12239.0	1674.0	1523.0	44.0	1289.0	16.0	15755.0	12345.0	10749.0	1596.0	1134.0	296.0	1972.0	8.0
35-39	19186.0	16689.0	14848.0	1841.0	1006.0	72.0	1406.0	13.0	18177.0	14506.0	13036.0	1470.0	829.0	610.0	2225.0	7.0
40-44	28299.0	24950.0	22471.0	2479.0	1062.0	230.0	2044.0	13.0	27135.0	21313.0	19401.0	1912.0	857.0	1411.0	3542.0	12.0
45-49	30596.0	27049.0	24489.0	2560.0	913.0	458.0	2171.0	5.0	30684.0	23334.0	21202.0	2132.0	940.0	2377.0	4029.0	4.0
50-54	25779.0	22793.0	20832.0	1961.0	598.0	581.0	1793.0	14.0	27012.0	19305.0	17582.0	1723.0	773.0	3410.0	3512.0	12.0
55-59	6686.0	5852.0	5327.0	525.0	115.0	251.0	463.0	5.0	7436.0	4776.0	4337.0	439.0	209.0	1502.0	944.0	5.0
60-64	15167.0	13135.0	11893.0	1242.0	231.0	1059.0	738.0	4.0	18115.0	10279.0	9322.0	957.0	438.0	5643.0	1753.0	2.0
65-69	11566.0	9802.0	8922.0	880.0	130.0	1201.0	430.0	3.0	15376.0	7929.0	7159.0	770.0	410.0	5955.0	1079.0	3.0
70 и более	18792.0	13500.0	12210.0	1290.0	115.0	4863.0	306.0	8.0	33590.0	8775.0	7993.0	782.0	1798.0	21489.0	1515.0	13.0
возраст не указан	24.0	14.0	12.0	2.0	4.0	2.0	1.0	3.0	14.0	8.0	7.0	1.0	2.0	-	1.0	3.0
Кабардинцы	180793.0	108765.0	106130.0	2635.0	60598.0	4206.0	7180.0	44.0	200876.0	106387.0	104029.0	2358.0	49301.0	28227.0	16932.0	29.0
в том числе в возрасте, лет:																
до 16	1.0	1.0	1.0	-		-	-		10.0	10.0	5.0	5.0		-	-	
16-17	11111.0	21.0	15.0	6.0	11083.0	-	4.0	3.0	10869.0	242.0	205.0	37.0	10608.0	-	13.0	6.0
18-19	11081.0	116.0	102.0	14.0	10947.0	5.0	9.0	4.0	11492.0	1319.0	1243.0	76.0	10097.0	5.0	70.0	1.0
20-24	24465.0	3478.0	3308.0	170.0	20786.0	7.0	185.0	9.0	25887.0	9565.0	9277.0	288.0	15272.0	78.0	969.0	3.0
25-29	19856.0	9454.0	9101.0	353.0	9664.0	20.0	715.0	3.0	20210.0	12281.0	11975.0	306.0	5686.0	252.0	1987.0	4.0
30-34	19485.0	13672.0	13287.0	385.0	4418.0	70.0	1321.0	4.0	19998.0	14110.0	13747.0	363.0	2639.0	561.0	2685.0	3.0
35-39	20816.0	17236.0	16807.0	429.0	2002.0	110.0	1461.0	7.0	22385.0	16718.0	16350.0	368.0	1613.0	1077.0	2975.0	2.0
40-44	20518.0	17989.0	17585.0	404.0	924.0	189.0	1413.0	3.0	21745.0	16108.0	15775.0	333.0	1206.0	1569.0	2858.0	4.0
45-49	14520.0	13154.0	12884.0	270.0	340.0	216.0	807.0	3.0	15370.0	11000.0	10782.0	218.0	712.0	1688.0	1967.0	3.0
50-54	10275.0	9278.0	9062.0	216.0	189.0	267.0	537.0	4.0	11284.0	7591.0	7464.0	127.0	395.0	2016.0	1281.0	1.0
55-59	5670.0	5117.0	5011.0	106.0	69.0	258.0	224.0	2.0	7138.0	4391.0	4327.0	64.0	213.0	1905.0	628.0	1.0
60-64	9047.0	8052.0	7926.0	126.0	97.0	620.0	278.0	-	12698.0	6674.0	6584.0	90.0	322.0	4917.0	785.0	-
65-69	6694.0	5734.0	5645.0	89.0	52.0	770.0	138.0	-	8639.0	3576.0	3529.0	47.0	231.0	4429.0	403.0	-
70 и более	7248.0	5459.0	5392.0	67.0	27.0	1674.0	88.0	-	13149.0	2801.0	2765.0	36.0	307.0	9729.0	311.0	1.0
возраст не указан	6.0	4.0	4.0	-	-	-	-	2.0	2.0	1.0	1.0	-	-	1.0	-	-
Осетины	192232.0	111942.0	101125.0	10817.0	63870.0	6457.0	9669.0	294.0	210830.0	102737.0	93033.0	9704.0	51447.0	38580.0	17803.0	263.0
в том числе в возрасте, лет:																
до 16	1.0	1.0	1.0	-		-	-		4.0	4.0	1.0	3.0		-	-	
16-17	9324.0	17.0	11.0	6.0	9278.0	5.0	2.0	22.0	8740.0	139.0	71.0	68.0	8589.0	2.0	6.0	4.0
18-19	9071.0	84.0	42.0	42.0	8965.0	3.0	9.0	10.0	8734.0	600.0	338.0	262.0	8073.0	2.0	47.0	12.0
20-24	20165.0	2186.0	1475.0	711.0	17814.0	11.0	125.0	29.0	19803.0	5307.0	3830.0	1477.0	13866.0	65.0	544.0	21.0
25-29	19125.0	6970.0	5391.0	1579.0	11493.0	24.0	604.0	34.0	19213.0	10041.0	8193.0	1848.0	7456.0	236.0	1455.0	25.0
30-34	19106.0	11204.0	9273.0	1931.0	6653.0	49.0	1170.0	30.0	19165.0	12154.0	10523.0	1631.0	4088.0	607.0	2294.0	22.0
35-39	20125.0	14350.0	12581.0	1769.0	4067.0	100.0	1579.0	29.0	20415.0	14030.0	12693.0	1337.0	2631.0	996.0	2742.0	16.0
40-44	20516.0	15924.0	14383.0	1541.0	2599.0	158.0	1818.0	17.0	20728.0	14534.0	13505.0	1029.0	1757.0	1556.0	2848.0	33.0
45-49	15789.0	13007.0	12087.0	920.0	1212.0	203.0	1347.0	20.0	16039.0	10920.0	10354.0	566.0	1177.0	1801.0	2134.0	7.0
50-54	13104.0	11142.0	10510.0	632.0	640.0	289.0	1017.0	16.0	13619.0	8783.0	8344.0	439.0	830.0	2275.0	1713.0	18.0
55-59	7658.0	6552.0	6210.0	342.0	283.0	297.0	522.0	4.0	9000.0	5341.0	5085.0	256.0	497.0	2193.0	959.0	10.0
60-64	13039.0	10935.0	10371.0	564.0	431.0	926.0	742.0	5.0	16994.0	8854.0	8487.0	367.0	758.0	5932.0	1438.0	12.0
65-69	10898.0	9014.0	8626.0	388.0	255.0	1185.0	437.0	7.0	13789.0	6194.0	5966.0	228.0	638.0	6114.0	833.0	10.0
70 и более	14218.0	10533.0	10143.0	390.0	176.0	3205.0	297.0	7.0	24478.0	5806.0	5617.0	189.0	1080.0	16798.0	786.0	8.0
возраст не указан	93.0	23.0	21.0	2.0	4.0	2.0	-	64.0	109.0	30.0	26.0	4.0	7.0	3.0	4.0	65.0
Даргинцы	171041.0	110339.0	103891.0	6448.0	53879.0	2976.0	3760.0	87.0	177055.0	107441.0	101556.0	5885.0	39156.0	20544.0	9881.0	33.0
в том числе в возрасте, лет:																
до 16	1.0	1.0	1.0	-		-	-		7.0	7.0	4.0	3.0		-	-	
16-17	11955.0	19.0	10.0	9.0	11920.0	1.0	4.0	11.0	11599.0	223.0	142.0	81.0	11357.0	3.0	9.0	7.0
18-19	12133.0	82.0	57.0	25.0	12038.0	2.0	6.0	5.0	11789.0	1549.0	1254.0	295.0	10180.0	2.0	56.0	2.0
20-24	24689.0	3850.0	3248.0	602.0	20672.0	27.0	122.0	18.0	24225.0	11700.0	10505.0	1195.0	11758.0	109.0	657.0	1.0
25-29	20606.0	13516.0	12254.0	1262.0	6463.0	57.0	559.0	11.0	20805.0	16042.0	14890.0	1152.0	2948.0	315.0	1498.0	2.0
30-34	20986.0	18311.0	17062.0	1249.0	1720.0	86.0	855.0	14.0	20790.0	17114.0	16231.0	883.0	1148.0	627.0	1897.0	4.0
35-39	20204.0	18831.0	17845.0	986.0	567.0	101.0	697.0	8.0	20372.0	17057.0	16275.0	782.0	668.0	938.0	1704.0	5.0
40-44	18427.0	17454.0	16703.0	751.0	269.0	125.0	573.0	6.0	18201.0	14843.0	14277.0	566.0	452.0	1291.0	1613.0	2.0
45-49	11537.0	10967.0	10528.0	439.0	102.0	120.0	348.0	-	11569.0	9121.0	8812.0	309.0	206.0	1253.0	988.0	1.0
50-54	7668.0	7273.0	6963.0	310.0	51.0	140.0	199.0	5.0	7811.0	5811.0	5623.0	188.0	97.0	1354.0	548.0	1.0
55-59	3566.0	3351.0	3239.0	112.0	12.0	113.0	89.0	1.0	4020.0	2784.0	2693.0	91.0	39.0	999.0	198.0	-
60-64	5713.0	5259.0	5056.0	203.0	16.0	303.0	135.0	-	6618.0	3982.0	3888.0	94.0	74.0	2286.0	274.0	2.0
65-69	5793.0	5247.0	5038.0	209.0	19.0	431.0	96.0	-	7176.0	3755.0	3642.0	113.0	85.0	3130.0	206.0	-
70 и более	7748.0	6174.0	5884.0	290.0	26.0	1470.0	77.0	1.0	12043.0	3443.0	3311.0	132.0	139.0	8233.0	228.0	-
возраст не указан	15.0	4.0	3.0	1.0	4.0	-	-	7.0	30.0	10.0	9.0	1.0	5.0	4.0	5.0	6.0
Буряты	151767.0	87349.0	75519.0	11830.0	52741.0	5035.0	6243.0	399.0	175334.0	87077.0	74904.0	12173.0	53330.0	23366.0	11176.0	385.0
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		2.0	1.0	-	1.0		1.0	-	
16-17	10213.0	26.0	9.0	17.0	9949.0	-	1.0	237.0	9926.0	86.0	23.0	63.0	9637.0	3.0	3.0	197.0
18-19	9527.0	215.0	120.0	95.0	9277.0	1.0	2.0	32.0	9252.0	637.0	325.0	312.0	8581.0	4.0	13.0	17.0
20-24	20194.0	4068.0	2737.0	1331.0	15991.0	10.0	85.0	40.0	20361.0	6486.0	4543.0	1943.0	13469.0	75.0	305.0	26.0
25-29	16875.0	9027.0	6928.0	2099.0	7258.0	27.0	545.0	18.0	17532.0	10150.0	8130.0	2020.0	6093.0	306.0	968.0	15.0
30-34	14447.0	10145.0	8346.0	1799.0	3347.0	72.0	865.0	18.0	15815.0	10628.0	8993.0	1635.0	3288.0	542.0	1343.0	14.0
35-39	16216.0	12389.0	10677.0	1712.0	2503.0	136.0	1178.0	10.0	17714.0	12197.0	10596.0	1601.0	2834.0	930.0	1743.0	10.0
40-44	18062.0	14645.0	13012.0	1633.0	1890.0	266.0	1252.0	9.0	20611.0	14277.0	12759.0	1518.0	2696.0	1612.0	2010.0	16.0
45-49	14704.0	12155.0	10993.0	1162.0	1257.0	399.0	884.0	9.0	17292.0	11585.0	10369.0	1216.0	2146.0	1861.0	1690.0	10.0
50-54	10536.0	8780.0	8023.0	757.0	620.0	454.0	673.0	9.0	12755.0	8043.0	7251.0	792.0	1474.0	1966.0	1261.0	11.0
55-59	4375.0	3647.0	3365.0	282.0	189.0	264.0	271.0	4.0	5728.0	3347.0	3040.0	307.0	541.0	1325.0	505.0	10.0
60-64	5921.0	4796.0	4375.0	421.0	221.0	656.0	247.0	1.0	8370.0	4196.0	3831.0	365.0	613.0	2930.0	621.0	10.0
65-69	4078.0	3148.0	2900.0	248.0	116.0	673.0	139.0	2.0	6095.0	2564.0	2374.0	190.0	458.0	2745.0	318.0	10.0
70 и более	6601.0	4302.0	4028.0	274.0	118.0	2077.0	100.0	4.0	13863.0	2876.0	2667.0	209.0	1497.0	9063.0	396.0	31.0
возраст не указан	18.0	6.0	6.0	-	5.0	-	1.0	6.0	18.0	4.0	3.0	1.0	3.0	3.0	-	8.0
Якуты	144822.0	81891.0	73905.0	7986.0	51389.0	4961.0	6367.0	214.0	165610.0	83794.0	75094.0	8700.0	51931.0	18817.0	10809.0	259.0
в том числе в возрасте, лет:																
до 16	4.0	2.0	1.0	1.0		1.0	1.0		8.0	7.0	3.0	4.0		-	1.0	
16-17	10047.0	43.0	15.0	28.0	9926.0	-	5.0	73.0	10153.0	123.0	53.0	70.0	9946.0	1.0	6.0	77.0
18-19	9850.0	419.0	295.0	124.0	9390.0	3.0	7.0	31.0	9975.0	990.0	694.0	296.0	8939.0	6.0	17.0	23.0
20-24	18041.0	4773.0	3914.0	859.0	13034.0	12.0	193.0	29.0	18688.0	7106.0	5820.0	1286.0	10961.0	88.0	511.0	22.0
25-29	14624.0	8184.0	6916.0	1268.0	5698.0	34.0	693.0	15.0	15332.0	9118.0	7762.0	1356.0	4899.0	232.0	1059.0	24.0
30-34	14645.0	9843.0	8597.0	1246.0	3664.0	57.0	1075.0	6.0	15758.0	10255.0	9009.0	1246.0	3448.0	472.0	1576.0	7.0
35-39	16720.0	12515.0	11267.0	1248.0	2881.0	151.0	1164.0	9.0	18601.0	12569.0	11318.0	1251.0	3332.0	854.0	1827.0	19.0
40-44	17602.0	13509.0	12385.0	1124.0	2691.0	240.0	1151.0	11.0	20250.0	13844.0	12591.0	1253.0	3182.0	1234.0	1976.0	14.0
45-49	13853.0	10889.0	10104.0	785.0	1804.0	300.0	851.0	9.0	16572.0	11045.0	10245.0	800.0	2589.0	1516.0	1409.0	13.0
50-54	9209.0	7355.0	6861.0	494.0	975.0	343.0	530.0	6.0	11529.0	7150.0	6704.0	446.0	1786.0	1597.0	983.0	13.0
55-59	4983.0	3977.0	3750.0	227.0	427.0	309.0	269.0	1.0	6603.0	3688.0	3443.0	245.0	902.0	1480.0	527.0	6.0
60-64	4550.0	3534.0	3327.0	207.0	340.0	498.0	174.0	4.0	6145.0	3119.0	2942.0	177.0	592.0	2059.0	370.0	5.0
65-69	4571.0	3304.0	3126.0	178.0	280.0	858.0	126.0	3.0	6178.0	2612.0	2473.0	139.0	535.0	2764.0	257.0	10.0
70 и более	6107.0	3542.0	3345.0	197.0	279.0	2154.0	125.0	7.0	9802.0	2165.0	2034.0	131.0	818.0	6511.0	289.0	19.0
возраст не указан	16.0	2.0	2.0	-	-	1.0	3.0	10.0	16.0	3.0	3.0	-	2.0	3.0	1.0	7.0
Кумыки	138841.0	88243.0	80590.0	7653.0	42843.0	2735.0	4906.0	114.0	150884.0	87240.0	79589.0	7651.0	34390.0	16471.0	12701.0	82.0
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		8.0	8.0	6.0	2.0		-	-	
16-17	10233.0	20.0	13.0	7.0	10175.0	1.0	3.0	34.0	10073.0	241.0	131.0	110.0	9788.0	3.0	15.0	26.0
18-19	10194.0	114.0	65.0	49.0	10055.0	-	4.0	21.0	10078.0	1273.0	903.0	370.0	8698.0	5.0	92.0	10.0
20-24	19854.0	3904.0	3111.0	793.0	15717.0	10.0	195.0	28.0	20873.0	9231.0	7713.0	1518.0	10549.0	68.0	1009.0	16.0
25-29	15824.0	10374.0	8861.0	1513.0	4644.0	45.0	750.0	11.0	17031.0	11999.0	10459.0	1540.0	2821.0	209.0	1993.0	9.0
30-34	15243.0	12769.0	11312.0	1457.0	1300.0	70.0	1101.0	3.0	16218.0	12493.0	11316.0	1177.0	1068.0	402.0	2248.0	7.0
35-39	15758.0	14227.0	13060.0	1167.0	507.0	94.0	926.0	4.0	16814.0	13505.0	12592.0	913.0	575.0	568.0	2162.0	4.0
40-44	15560.0	14440.0	13571.0	869.0	221.0	138.0	757.0	4.0	16210.0	12972.0	12193.0	779.0	382.0	926.0	1929.0	1.0
45-49	10694.0	10033.0	9469.0	564.0	88.0	119.0	451.0	3.0	11268.0	8723.0	8267.0	456.0	212.0	1001.0	1332.0	-
50-54	7638.0	7121.0	6787.0	334.0	58.0	169.0	289.0	1.0	8063.0	5805.0	5532.0	273.0	103.0	1314.0	840.0	1.0
55-59	3671.0	3391.0	3237.0	154.0	18.0	123.0	139.0	-	4130.0	2696.0	2577.0	119.0	50.0	1043.0	341.0	-
60-64	4906.0	4402.0	4147.0	255.0	29.0	318.0	157.0	-	6113.0	3500.0	3348.0	152.0	53.0	2219.0	340.0	1.0
65-69	4099.0	3596.0	3385.0	211.0	19.0	405.0	78.0	1.0	5487.0	2594.0	2488.0	106.0	44.0	2650.0	198.0	1.0
70 и более	5157.0	3847.0	3568.0	279.0	10.0	1243.0	56.0	1.0	8508.0	2194.0	2059.0	135.0	46.0	6062.0	202.0	4.0
возраст не указан	10.0	5.0	4.0	1.0	2.0	-	-	3.0	10.0	6.0	5.0	1.0	1.0	1.0	-	2.0
Ингуши	126400.0	62661.0	56649.0	6012.0	57210.0	2340.0	3288.0	901.0	139560.0	62395.0	56637.0	5758.0	53654.0	15904.0	6776.0	831.0
в том числе в возрасте, лет:																
до 16	5.0	5.0	2.0	3.0		-	-		15.0	13.0	10.0	3.0		-	2.0	
16-17	8843.0	45.0	21.0	24.0	8607.0	3.0	9.0	179.0	9572.0	186.0	98.0	88.0	9223.0	4.0	17.0	142.0
18-19	8844.0	150.0	96.0	54.0	8566.0	3.0	10.0	115.0	9329.0	660.0	451.0	209.0	8487.0	17.0	71.0	94.0
20-24	19241.0	1699.0	1289.0	410.0	17124.0	39.0	181.0	198.0	21111.0	4677.0	3865.0	812.0	15610.0	142.0	478.0	204.0
25-29	15739.0	4216.0	3538.0	678.0	10893.0	80.0	403.0	147.0	17332.0	7216.0	6263.0	953.0	8718.0	389.0	909.0	100.0
