1. НАСЕЛЕНИЕ ПО ТИПАМ ЗАНИМАЕМЫХ ЖИЛЫХ ПОМЕЩЕНИЙ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ						
						
	Городские и сельские населенные пункты	Городские населенные пункты	Сельские населенные пункты	В процентах		
				городские и сельские населенные пункты	городские населенные пункты	сельские населенные пункты
Российская Федерация						
в институциональных учреждениях	25663.0	16269.0	9394.0	2.84246226369	2.73711022803	3.04547134456
в гостиницах	351.0	321.0	30.0	0.0388771482117	0.0540053096809	0.00972579735329
в других жилых помещениях	485.0	353.0	132.0	0.0537191364178	0.059389016565	0.0427935083545
бездомные	940.0	895.0	45.0	0.104115439655	0.150575551914	0.0145886960299
не указали тип жилого помещения	2571.0	1788.0	783.0	0.284766803567	0.300814622148	0.4
Камчатская область						
Все население	358801.0	290811.0	67990.0	100.0	100.0	100.0
в том числе проживает:						
в индивидуальных домах	19321.0	13213.0	6108.0	5.38487908339	4.54350076166	8.98367406972
в отдельных квартирах	312730.0	252948.0	59782.0	87.1	86.9802036374	87.9276364171
в коммунальных квартирах	1310.0	1238.0	72.0	0.365104891012	0.425706042756	0.105897926166
в общежитиях	8921.0	8334.0	587.0	2.48633643719	2.86577880479	0.863362259156
в институциональных учреждениях	13201.0	12196.0	1005.0	3.67919821851	4.19378909326	1.47815855273
в гостиницах	183.0	142.0	41.0	0.0	0.0488289645165	0.0
в других жилых помещениях	1652.0	1529.0	123.0	0.460422351108	0.52577103342	0.1809089572
бездомные	317.0	254.0	63.0	0.0883498095044	0.2	0.0926606853949
не указали тип жилого помещения	1166.0	957.0	209.0	0.324971223603	0.329079711565	0.307398146786
Корякский автономный округ						
Все население	25157.0	6517.0	18640.0	100.0	100.0	100.0
в том числе проживает:						
в индивидуальных домах	1082.0	59.0	1023.0	4.30098978416	0.905324535829	5.48819742489
в отдельных квартирах	23206.0	6118.0	17088.0	92.2447032635	93.8775510204	91.6738197425
в коммунальных квартирах	14.0	-	14.0	0.0556505147673	-	0.0751072961373
в общежитиях	387.0	150.0	237.0	1.53833922964	2.30167254872	1.27145922747
в институциональных учреждениях	283.0	89.0	194.0	1.12493540565	1.3	1.04077253219
в гостиницах	21.0	21.0	-	0.0834757721509	0.322234156821	-
в других жилых помещениях	50.0	37.0	13.0	0.198751838455	0.567745895351	0.0697424892704
бездомные	5.0	-	5.0	0.0198751838455	-	0.0268240343348
не указали тип жилого помещения	109.0	43.0	66.0	0.5	0.659812797299	0.3
Магаданская область						
Все население	182726.0	168725.0	14001.0	100.0	100.0	100.0
в том числе проживает:						
в индивидуальных домах	9481.0	7870.0	1611.0	5.18864310498	4.66439472514	11.5063209771
в отдельных квартирах	159010.0	147021.0	11989.0	87.0210041264	87.1364646614	85.6295978859
в коммунальных квартирах	1859.0	1821.0	38.0	1.01737027024	1.07927100311	0.271409185058
в общежитиях	8240.0	8020.0	220.0	4.50948414566	4.7	1.57131633455
в институциональных учреждениях	3277.0	3208.0	69.0	1.79339557589	1.90131871388	0.49282194129
в гостиницах	26.0	25.0	1.0	0.0142289548285	0.0148170099274	0.00714234697522
в других жилых помещениях	95.0	59.0	36.0	0.0519904118735	0.0349681434287	0.257124491108
бездомные	98.0	97.0	1.0	0.0536322143537	0.0574899985183	0.00714234697522
не указали тип жилого помещения	640.0	604.0	36.0	0.3	0.357978959846	0.2
Сахалинская область						
Все население	546695.0	474123.0	72572.0	100.0	100.0	100.0
в том числе проживает:						
в индивидуальных домах	44935.0	34189.0	10746.0	8.21939106815	7.21099798997	14.8073637215
в отдельных квартирах	471153.0	414245.0	56908.0	86.1820576373	87.3707877492	78.4159179849
в коммунальных квартирах	1488.0	1353.0	135.0	0.272181015008	0.285368986529	0.186022157306
в общежитиях	12712.0	11765.0	947.0	2.32524533789	2.48142359683	1.30491098495
в институциональных учреждениях	13256.0	9844.0	3412.0	2.42475237564	2.07625447405	4.70153778317
в гостиницах	42.0	11.0	31.0	0.00768252864943	0.00232007306121	0.1
в других жилых помещениях	916.0	723.0	193.0	0.167552291497	0.1	0.265942787852
бездомные	518.0	489.0	29.0	0.0947511866763	0.103137793357	0.0399603152731
не указали тип жилого помещения	1675.0	1504.0	171.0	0.306386559233	0.317217262187	0.235628065921
Еврейская автономная область						
Все население	190915.0	128359.0	62556.0	100.0	100.0	100.0
в том числе проживает:						
в индивидуальных домах	34011.0	22785.0	11226.0	17.8147343058	17.7	18.0
в отдельных квартирах	142291.0	95463.0	46828.0	74.5310740382	74.371878871	74.8577274762
в коммунальных квартирах	169.0	147.0	22.0	0.0885210695859	0.114522550035	0.0351684890338
в общежитиях	5839.0	5378.0	461.0	3.05842914386	4.18981138837	0.736939702027
в институциональных учреждениях	7808.0	3997.0	3811.0	4.08977817353	3.11392267001	6.09214144127
в гостиницах	22.0	19.0	3.0	0.0115234528455	0.0148022343583	0.00479570305007
в других жилых помещениях	35.0	6.0	29.0	0.0183327658906	0.00467438979737	0.0463584628173
бездомные	144.0	113.0	31.0	0.075426236807	0.0880343411837	0.1
не указали тип жилого помещения	596.0	451.0	145.0	0.312180813451	0.351358299769	0.231792314087
Чукотский автономный округ						
Все население	53824.0	35869.0	17955.0	100.0	100.0	100.0
в том числе проживает:						
в индивидуальных домах	1840.0	201.0	1639.0	3.41854934602	0.560372466475	9.1283764968
в отдельных квартирах	47272.0	31791.0	15481.0	87.8269916766	88.6308511528	86.2211083264
в коммунальных квартирах	944.0	746.0	198.0	1.75386444709	2.07979034821	1.10275689223
в общежитиях	2024.0	1929.0	95.0	3.76040428062	5.37790292453	0.529100529101
в институциональных учреждениях	987.0	987.0	-	1.83375445898	2.75167972344	-
в гостиницах	16.0	16.0	-	0.0297265160523	0.0446067635005	-
в других жилых помещениях	474.0	15.0	459.0	0.88064803805	0.0418188407817	2.55639097744
бездомные	11.0	8.0	3.0	0.020436979786	0.0223033817503	0.0167084377611
не указали тип жилого помещения	256.0	176.0	80.0	0.475624256837	0.490674398506	0.5
