11. ЗАНЯТОЕ НАСЕЛЕНИЕ В ВОЗРАСТЕ 15-64 ЛЕТ ПО ЗАНЯТИЯМ И  ПОЛОЖЕНИЮ В ЗАНЯТИИ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ								
								
								
	Всего	в том числе по положению в занятии						
		работаюшие по найму	работающие не по найму	из них				не указавшие положение в занятии
				с привлечением наемных работников	без привлечения наемных работников	иное	не указавшие привлечение наемных работников	
Центральный федеральный округ								
Красноярский край								
Все население, занятое в экономике 	1284174.0	1216930.0	67230.0	22611.0	40180.0	2529.0	1910.0	14.0
в том числе по группам занятий:								
руководители (представители) органов власти и управления всех уровней, включая руководителей учреждений, организаций и предприятий	151571.0	120825.0	30743.0	17634.0	12107.0	478.0	524.0	3.0
специалисты высшего уровня квалификации	167629.0	164254.0	3374.0	561.0	2341.0	345.0	127.0	1.0
специалисты среднего уровня квалификации	174045.0	170712.0	3330.0	628.0	2338.0	215.0	149.0	3.0
работники, занятые подготовкой информации, оформлением документации, учетом и обслуживанием	35302.0	34927.0	375.0	75.0	262.0	23.0	15.0	-
работники сферы обслуживания, жилищно-коммунального хозяйства, торговли и родственных видов деятельности	163009.0	148475.0	14533.0	1842.0	11790.0	486.0	415.0	1.0
квалифицированные работники сельского, лесного, охотничьего хозяйств, рыбоводства и рыболовства	21852.0	20465.0	1387.0	304.0	950.0	52.0	81.0	-
квалифицированные рабочие крупных и мелких промышленных предприятий, художественных промыслов, строительства, транспорта, связи, геологии и разведки недр	210591.0	205596.0	4993.0	599.0	3888.0	311.0	195.0	2.0
операторы, аппаратчики, машинисты установок и машин	196337.0	190735.0	5599.0	584.0	4461.0	303.0	251.0	3.0
неквалифицированные рабочие	137904.0	135948.0	1955.0	220.0	1422.0	191.0	122.0	1.0
занятые на военной службе	10629.0	10629.0						-
лица, неточно указавшие или не указавшие  занятия 	15305.0	14364.0	941.0	164.0	621.0	125.0	31.0	-
Таймырский (Долгано-Ненецкий) автономный округ								
Все население, занятое в экономике 	19414.0	18910.0	504.0	183.0	279.0	28.0	14.0	-
в том числе по группам занятий:								
руководители (представители) органов власти и управления всех уровней, включая руководителей учреждений, организаций и предприятий	2315.0	2052.0	263.0	145.0	105.0	8.0	5.0	-
специалисты высшего уровня квалификации	2341.0	2330.0	11.0	2.0	7.0	2.0	-	-
специалисты среднего уровня квалификации	2981.0	2970.0	11.0	1.0	8.0	2.0	-	-
работники, занятые подготовкой информации, оформлением документации, учетом и обслуживанием	672.0	671.0	1.0	-	1.0	-	-	-
работники сферы обслуживания, жилищно-коммунального хозяйства, торговли и родственных видов деятельности	1933.0	1878.0	55.0	11.0	32.0	5.0	7.0	-
квалифицированные работники сельского, лесного, охотничьего хозяйств, рыбоводства и рыболовства	918.0	881.0	37.0	9.0	25.0	3.0	-	-
квалифицированные рабочие крупных и мелких промышленных предприятий, художественных промыслов, строительства, транспорта, связи, геологии и разведки недр	2599.0	2569.0	30.0	3.0	23.0	3.0	1.0	-
операторы, аппаратчики, машинисты установок и машин	2722.0	2657.0	65.0	7.0	56.0	1.0	1.0	-
неквалифицированные рабочие	2676.0	2663.0	13.0	3.0	9.0	1.0	-	-
занятые на военной службе	54.0	54.0						-
лица, неточно указавшие или не указавшие  занятия 	203.0	185.0	18.0	2.0	13.0	3.0	-	-
Эвенкийский автономный округ								
Все население, занятое в экономике 	8453.0	8253.0	200.0	66.0	128.0	1.0	5.0	-
в том числе по группам занятий:								
руководители (представители) органов власти и управления всех уровней, включая руководителей учреждений, организаций и предприятий	1277.0	1197.0	80.0	54.0	26.0	-	-	-
специалисты высшего уровня квалификации	1094.0	1089.0	5.0	-	5.0	-	-	-
специалисты среднего уровня квалификации	1546.0	1537.0	9.0	1.0	8.0	-	-	-
работники, занятые подготовкой информации, оформлением документации, учетом и обслуживанием	303.0	303.0	-	-	-	-	-	-
работники сферы обслуживания, жилищно-коммунального хозяйства, торговли и родственных видов деятельности	843.0	828.0	15.0	1.0	14.0	-	-	-
квалифицированные работники сельского, лесного, охотничьего хозяйств, рыбоводства и рыболовства	196.0	160.0	36.0	7.0	29.0	-	-	-
квалифицированные рабочие крупных и мелких промышленных предприятий, художественных промыслов, строительства, транспорта, связи, геологии и разведки недр	845.0	839.0	6.0	1.0	3.0	-	2.0	-
операторы, аппаратчики, машинисты установок и машин	1337.0	1326.0	11.0	1.0	9.0	-	1.0	-
неквалифицированные рабочие	910.0	908.0	2.0	1.0	-	-	1.0	-
занятые на военной службе	14.0	14.0						-
лица, неточно указавшие или не указавшие  занятия 	88.0	52.0	36.0	-	34.0	1.0	1.0	-
Иркутская область								
Все население, занятое в экономике 	1041054.0	982681.0	57956.0	17891.0	32787.0	3903.0	3375.0	417.0
в том числе по группам занятий:								
руководители (представители) органов власти и управления всех уровней, включая руководителей учреждений, организаций и предприятий	112123.0	90196.0	21868.0	12466.0	8101.0	536.0	765.0	59.0
специалисты высшего уровня квалификации	152876.0	148144.0	4662.0	621.0	3089.0	544.0	408.0	70.0
специалисты среднего уровня квалификации	129085.0	125581.0	3476.0	606.0	2202.0	440.0	228.0	28.0
работники, занятые подготовкой информации, оформлением документации, учетом и обслуживанием	24707.0	24303.0	396.0	48.0	260.0	48.0	40.0	8.0
работники сферы обслуживания, жилищно-коммунального хозяйства, торговли и родственных видов деятельности	135158.0	124254.0	10853.0	1626.0	7992.0	603.0	632.0	51.0
квалифицированные работники сельского, лесного, охотничьего хозяйств, рыбоводства и рыболовства	18654.0	17215.0	1437.0	324.0	823.0	185.0	105.0	2.0
квалифицированные рабочие крупных и мелких промышленных предприятий, художественных промыслов, строительства, транспорта, связи, геологии и разведки недр	154037.0	149051.0	4930.0	660.0	3461.0	507.0	302.0	56.0
операторы, аппаратчики, машинисты установок и машин	168630.0	162440.0	6119.0	733.0	4457.0	496.0	433.0	71.0
неквалифицированные рабочие	109094.0	106630.0	2441.0	338.0	1508.0	323.0	272.0	23.0
занятые на военной службе	8849.0	8849.0						-
лица, неточно указавшие или не указавшие  занятия 	27841.0	26018.0	1774.0	469.0	894.0	221.0	190.0	49.0
Усть-Ордынский Бурятский автономный округ								
Все население, занятое в экономике 	41434.0	40094.0	1278.0	401.0	537.0	25.0	315.0	62.0
в том числе по группам занятий:								
руководители (представители) органов власти и управления всех уровней, включая руководителей учреждений, организаций и предприятий	4138.0	3668.0	462.0	250.0	173.0	5.0	34.0	8.0
специалисты высшего уровня квалификации	5592.0	5535.0	45.0	5.0	10.0	-	30.0	12.0
специалисты среднего уровня квалификации	5690.0	5648.0	38.0	4.0	6.0	1.0	27.0	4.0
работники, занятые подготовкой информации, оформлением документации, учетом и обслуживанием	1246.0	1242.0	3.0	1.0	-	-	2.0	1.0
работники сферы обслуживания, жилищно-коммунального хозяйства, торговли и родственных видов деятельности	4227.0	4023.0	200.0	33.0	123.0	4.0	40.0	4.0
квалифицированные работники сельского, лесного, охотничьего хозяйств, рыбоводства и рыболовства	2075.0	1899.0	174.0	56.0	93.0	4.0	21.0	2.0
квалифицированные рабочие крупных и мелких промышленных предприятий, художественных промыслов, строительства, транспорта, связи, геологии и разведки недр	3022.0	2941.0	80.0	20.0	37.0	1.0	22.0	1.0
операторы, аппаратчики, машинисты установок и машин	7337.0	7166.0	157.0	24.0	84.0	5.0	44.0	14.0
неквалифицированные рабочие	6745.0	6676.0	63.0	5.0	8.0	4.0	46.0	6.0
занятые на военной службе	23.0	23.0						-
лица, неточно указавшие или не указавшие  занятия 	1339.0	1273.0	56.0	3.0	3.0	1.0	49.0	10.0
Кемеровская область								
Все население, занятое в экономике 	1200097.0	1149083.0	51014.0	17816.0	28749.0	2781.0	1668.0	-
в том числе по группам занятий:								
руководители (представители) органов власти и управления всех уровней, включая руководителей учреждений, организаций и предприятий	122643.0	104109.0	18534.0	14101.0	3789.0	355.0	289.0	-
специалисты высшего уровня квалификации	143958.0	141260.0	2698.0	487.0	1726.0	346.0	139.0	-
специалисты среднего уровня квалификации	149399.0	146661.0	2738.0	477.0	1884.0	208.0	169.0	-
работники, занятые подготовкой информации, оформлением документации, учетом и обслуживанием	30817.0	30516.0	301.0	55.0	224.0	6.0	16.0	-
работники сферы обслуживания, жилищно-коммунального хозяйства, торговли и родственных видов деятельности	165256.0	150952.0	14304.0	1195.0	12030.0	750.0	329.0	-
квалифицированные работники сельского, лесного, охотничьего хозяйств, рыбоводства и рыболовства	12409.0	11667.0	742.0	130.0	560.0	33.0	19.0	-
квалифицированные рабочие крупных и мелких промышленных предприятий, художественных промыслов, строительства, транспорта, связи, геологии и разведки недр	256389.0	251364.0	5025.0	608.0	3717.0	388.0	312.0	-
операторы, аппаратчики, машинисты установок и машин	193002.0	188749.0	4253.0	392.0	3305.0	340.0	216.0	-
неквалифицированные рабочие	113416.0	111687.0	1729.0	152.0	1232.0	237.0	108.0	-
занятые на военной службе	2261.0	2261.0						-
лица, неточно указавшие или не указавшие  занятия 	10547.0	9857.0	690.0	219.0	282.0	118.0	71.0	-
Новосибирская область								
Все население, занятое в экономике 	1159467.0	1091678.0	67788.0	22560.0	40370.0	3451.0	1407.0	1.0
в том числе по группам занятий:								
руководители (представители) органов власти и управления всех уровней, включая руководителей учреждений, организаций и предприятий	149080.0	118364.0	30716.0	18364.0	11393.0	611.0	348.0	-
специалисты высшего уровня квалификации	172316.0	168263.0	4053.0	705.0	2800.0	453.0	95.0	-
специалисты среднего уровня квалификации	151759.0	148692.0	3066.0	499.0	2137.0	310.0	120.0	1.0
работники, занятые подготовкой информации, оформлением документации, учетом и обслуживанием	30101.0	29767.0	334.0	46.0	234.0	42.0	12.0	-
работники сферы обслуживания, жилищно-коммунального хозяйства, торговли и родственных видов деятельности	158573.0	145135.0	13438.0	1232.0	11432.0	443.0	331.0	-
квалифицированные работники сельского, лесного, охотничьего хозяйств, рыбоводства и рыболовства	24457.0	22204.0	2253.0	434.0	1537.0	245.0	37.0	-
квалифицированные рабочие крупных и мелких промышленных предприятий, художественных промыслов, строительства, транспорта, связи, геологии и разведки недр	177595.0	172529.0	5066.0	469.0	4038.0	402.0	157.0	-
операторы, аппаратчики, машинисты установок и машин	149518.0	143530.0	5988.0	469.0	4753.0	578.0	188.0	-
неквалифицированные рабочие	123451.0	121257.0	2194.0	157.0	1664.0	292.0	81.0	-
занятые на военной службе	11277.0	11277.0						-
лица, неточно указавшие или не указавшие  занятия 	11340.0	10660.0	680.0	185.0	382.0	75.0	38.0	-
Омская область								
Все население, занятое в экономике 	827109.0	775879.0	51229.0	15915.0	30804.0	3326.0	1184.0	1.0
в том числе по группам занятий:								
руководители (представители) органов власти и управления всех уровней, включая руководителей учреждений, организаций и предприятий	83910.0	65675.0	18235.0	10102.0	7286.0	508.0	339.0	-
специалисты высшего уровня квалификации	113173.0	110103.0	3070.0	567.0	2013.0	397.0	93.0	-
специалисты среднего уровня квалификации	116394.0	110846.0	5548.0	1958.0	3010.0	428.0	152.0	-
работники, занятые подготовкой информации, оформлением документации, учетом и обслуживанием	23513.0	23179.0	334.0	26.0	243.0	46.0	19.0	-
работники сферы обслуживания, жилищно-коммунального хозяйства, торговли и родственных видов деятельности	109625.0	99632.0	9993.0	1266.0	8231.0	349.0	147.0	-
квалифицированные работники сельского, лесного, охотничьего хозяйств, рыбоводства и рыболовства	21696.0	18767.0	2929.0	569.0	1986.0	300.0	74.0	-
квалифицированные рабочие крупных и мелких промышленных предприятий, художественных промыслов, строительства, транспорта, связи, геологии и разведки недр	128351.0	124402.0	3948.0	551.0	2895.0	421.0	81.0	1.0
операторы, аппаратчики, машинисты установок и машин	122207.0	117375.0	4832.0	579.0	3611.0	486.0	156.0	-
неквалифицированные рабочие	95511.0	93778.0	1733.0	163.0	1137.0	323.0	110.0	-
занятые на военной службе	4775.0	4775.0						-
лица, неточно указавшие или не указавшие  занятия 	7954.0	7347.0	607.0	134.0	392.0	68.0	13.0	-
Томская область								
Все население, занятое в экономике 	430823.0	404016.0	26807.0	8819.0	15338.0	1917.0	733.0	-
в том числе по группам занятий:								
руководители (представители) органов власти и управления всех уровней, включая руководителей учреждений, организаций и предприятий	54247.0	42312.0	11935.0	6867.0	4533.0	319.0	216.0	-
специалисты высшего уровня квалификации	72947.0	71071.0	1876.0	269.0	1224.0	285.0	98.0	-
специалисты среднего уровня квалификации	55963.0	54579.0	1384.0	175.0	977.0	180.0	52.0	-
работники, занятые подготовкой информации, оформлением документации, учетом и обслуживанием	10455.0	10249.0	206.0	16.0	129.0	51.0	10.0	-
работники сферы обслуживания, жилищно-коммунального хозяйства, торговли и родственных видов деятельности	56342.0	51564.0	4778.0	734.0	3709.0	230.0	105.0	-
квалифицированные работники сельского, лесного, охотничьего хозяйств, рыбоводства и рыболовства	5168.0	4591.0	577.0	58.0	382.0	117.0	20.0	-
квалифицированные рабочие крупных и мелких промышленных предприятий, художественных промыслов, строительства, транспорта, связи, геологии и разведки недр	63759.0	61485.0	2274.0	221.0	1664.0	277.0	112.0	-
операторы, аппаратчики, машинисты установок и машин	64074.0	61497.0	2577.0	336.0	1923.0	253.0	65.0	-
неквалифицированные рабочие	40171.0	39338.0	833.0	51.0	612.0	133.0	37.0	-
занятые на военной службе	1891.0	1891.0						-
лица, неточно указавшие или не указавшие  занятия 	5806.0	5439.0	367.0	92.0	185.0	72.0	18.0	-
Читинская область								
Все население, занятое в экономике 	410344.0	388850.0	21337.0	5471.0	11517.0	2671.0	1678.0	157.0
в том числе по группам занятий:								
руководители (представители) органов власти и управления всех уровней, включая руководителей учреждений, организаций и предприятий	40427.0	32864.0	7563.0	4030.0	2890.0	283.0	360.0	-
специалисты высшего уровня квалификации	56619.0	55402.0	1192.0	111.0	672.0	238.0	171.0	25.0
специалисты среднего уровня квалификации	53771.0	52675.0	1080.0	132.0	570.0	238.0	140.0	16.0
работники, занятые подготовкой информации, оформлением документации, учетом и обслуживанием	12786.0	12611.0	169.0	23.0	79.0	25.0	42.0	6.0
работники сферы обслуживания, жилищно-коммунального хозяйства, торговли и родственных видов деятельности	50181.0	45990.0	4176.0	483.0	3227.0	177.0	289.0	15.0
квалифицированные работники сельского, лесного, охотничьего хозяйств, рыбоводства и рыболовства	8120.0	7118.0	999.0	131.0	551.0	286.0	31.0	3.0
квалифицированные рабочие крупных и мелких промышленных предприятий, художественных промыслов, строительства, транспорта, связи, геологии и разведки недр	60284.0	58631.0	1640.0	178.0	1045.0	220.0	197.0	13.0
операторы, аппаратчики, машинисты установок и машин	61481.0	58657.0	2784.0	190.0	1699.0	658.0	237.0	40.0
неквалифицированные рабочие	44947.0	43785.0	1139.0	70.0	511.0	442.0	116.0	23.0
занятые на военной службе	12749.0	12749.0						-
лица, неточно указавшие или не указавшие  занятия 	8979.0	8368.0	595.0	123.0	273.0	104.0	95.0	16.0
Агинский Бурятский автономный округ								
Все население, занятое в экономике 	20965.0	19996.0	966.0	249.0	682.0	11.0	24.0	3.0
в том числе по группам занятий:								
руководители (представители) органов власти и управления всех уровней, включая руководителей учреждений, организаций и предприятий	2107.0	1788.0	319.0	179.0	134.0	-	6.0	-
специалисты высшего уровня квалификации	3676.0	3663.0	13.0	3.0	8.0	2.0	-	-
специалисты среднего уровня квалификации	2896.0	2883.0	13.0	4.0	8.0	1.0	-	-
работники, занятые подготовкой информации, оформлением документации, учетом и обслуживанием	600.0	598.0	2.0	-	1.0	1.0	-	-
работники сферы обслуживания, жилищно-коммунального хозяйства, торговли и родственных видов деятельности	2323.0	2053.0	270.0	27.0	229.0	2.0	12.0	-
квалифицированные работники сельского, лесного, охотничьего хозяйств, рыбоводства и рыболовства	1587.0	1477.0	110.0	18.0	91.0	-	1.0	-
квалифицированные рабочие крупных и мелких промышленных предприятий, художественных промыслов, строительства, транспорта, связи, геологии и разведки недр	1334.0	1285.0	49.0	5.0	43.0	1.0	-	-
операторы, аппаратчики, машинисты установок и машин	3325.0	3168.0	154.0	8.0	140.0	1.0	5.0	3.0
неквалифицированные рабочие	2685.0	2655.0	30.0	3.0	26.0	1.0	-	-
занятые на военной службе	322.0	322.0						-
лица, неточно указавшие или не указавшие  занятия 	110.0	104.0	6.0	2.0	2.0	2.0	-	-
Дальневосточный федеральный округ								
Все население, занятое в экономике 	2869370.0	2729196.0	139084.0	45809.0	79087.0	8840.0	5348.0	1090.0
в том числе по группам занятий:								
руководители (представители) органов власти и управления всех уровней, включая руководителей учреждений, организаций и предприятий	331706.0	270512.0	61106.0	35533.0	22388.0	1728.0	1457.0	88.0
специалисты высшего уровня квалификации	391742.0	383582.0	8019.0	1332.0	5295.0	984.0	408.0	141.0
специалисты среднего уровня квалификации	407301.0	400217.0	6903.0	1287.0	4563.0	685.0	368.0	181.0
работники, занятые подготовкой информации, оформлением документации, учетом и обслуживанием	82155.0	81100.0	1012.0	164.0	674.0	109.0	65.0	43.0
работники сферы обслуживания, жилищно-коммунального хозяйства, торговли и родственных видов деятельности	381532.0	355089.0	26316.0	3124.0	20950.0	1204.0	1038.0	127.0
квалифицированные работники сельского, лесного, охотничьего хозяйств, рыбоводства и рыболовства	38942.0	34244.0	4683.0	717.0	3165.0	591.0	210.0	15.0
квалифицированные рабочие крупных и мелких промышленных предприятий, художественных промыслов, строительства, транспорта, связи, геологии и разведки недр	421846.0	411448.0	10225.0	1249.0	7347.0	1108.0	521.0	173.0
операторы, аппаратчики, машинисты установок и машин	407433.0	393341.0	13957.0	1470.0	10662.0	1166.0	659.0	135.0
неквалифицированные рабочие	277894.0	272739.0	5008.0	519.0	3142.0	898.0	449.0	147.0
занятые на военной службе	90091.0	90090.0						1.0
лица, неточно указавшие или не указавшие  занятия 	38728.0	36834.0	1855.0	414.0	901.0	367.0	173.0	39.0
Республика Саха (Якутия)								
Все население, занятое в экономике 	418585.0	397934.0	20549.0	5650.0	12078.0	1884.0	937.0	102.0
в том числе по группам занятий:								
руководители (представители) органов власти и управления всех уровней, включая руководителей учреждений, организаций и предприятий	50747.0	43591.0	7147.0	4056.0	2616.0	237.0	238.0	9.0
специалисты высшего уровня квалификации	61784.0	60966.0	804.0	138.0	526.0	101.0	39.0	14.0
специалисты среднего уровня квалификации	63602.0	62729.0	868.0	214.0	496.0	88.0	70.0	5.0
работники, занятые подготовкой информации, оформлением документации, учетом и обслуживанием	11739.0	11646.0	88.0	20.0	52.0	6.0	10.0	5.0
работники сферы обслуживания, жилищно-коммунального хозяйства, торговли и родственных видов деятельности	50738.0	47311.0	3427.0	440.0	2695.0	153.0	139.0	-
квалифицированные работники сельского, лесного, охотничьего хозяйств, рыбоводства и рыболовства	9689.0	7695.0	1994.0	190.0	1244.0	466.0	94.0	-
квалифицированные рабочие крупных и мелких промышленных предприятий, художественных промыслов, строительства, транспорта, связи, геологии и разведки недр	59711.0	58028.0	1655.0	202.0	1207.0	180.0	66.0	28.0
операторы, аппаратчики, машинисты установок и машин	65158.0	61750.0	3390.0	300.0	2619.0	307.0	164.0	18.0
неквалифицированные рабочие	42389.0	41349.0	1018.0	62.0	532.0	322.0	102.0	22.0
занятые на военной службе	740.0	740.0						-
лица, неточно указавшие или не указавшие  занятия 	2288.0	2129.0	158.0	28.0	91.0	24.0	15.0	1.0
Приморский край								
Все население, занятое в экономике 	868386.0	826259.0	41754.0	13588.0	23589.0	2782.0	1795.0	373.0
в том числе по группам занятий:								
руководители (представители) органов власти и управления всех уровней, включая руководителей учреждений, организаций и предприятий	97807.0	80809.0	16974.0	10048.0	5935.0	513.0	478.0	24.0
специалисты высшего уровня квалификации	117420.0	114797.0	2578.0	455.0	1629.0	366.0	128.0	45.0
специалисты среднего уровня квалификации	125184.0	122563.0	2559.0	499.0	1627.0	284.0	149.0	62.0
работники, занятые подготовкой информации, оформлением документации, учетом и обслуживанием	23227.0	22810.0	400.0	75.0	275.0	29.0	21.0	17.0
работники сферы обслуживания, жилищно-коммунального хозяйства, торговли и родственных видов деятельности	120803.0	111822.0	8923.0	1127.0	6958.0	442.0	396.0	58.0
квалифицированные работники сельского, лесного, охотничьего хозяйств, рыбоводства и рыболовства	8656.0	7711.0	933.0	182.0	678.0	28.0	45.0	12.0
квалифицированные рабочие крупных и мелких промышленных предприятий, художественных промыслов, строительства, транспорта, связи, геологии и разведки недр	130993.0	127601.0	3331.0	457.0	2346.0	329.0	199.0	61.0
операторы, аппаратчики, машинисты установок и машин	118489.0	114878.0	3571.0	433.0	2639.0	318.0	181.0	40.0
неквалифицированные рабочие	80633.0	78786.0	1815.0	186.0	1197.0	280.0	152.0	32.0
занятые на военной службе	30895.0	30895.0						-
лица, неточно указавшие или не указавшие  занятия 	14279.0	13587.0	670.0	126.0	305.0	193.0	46.0	22.0
Хабаровский край								
Все население, занятое в экономике 	629433.0	597360.0	31776.0	10489.0	17621.0	2204.0	1462.0	297.0
в том числе по группам занятий:								
руководители (представители) органов власти и управления всех уровней, включая руководителей учреждений, организаций и предприятий	72586.0	58620.0	13932.0	8066.0	4965.0	479.0	422.0	34.0
специалисты высшего уровня квалификации	96478.0	93807.0	2627.0	354.0	1791.0	310.0	172.0	44.0
специалисты среднего уровня квалификации	79495.0	77607.0	1840.0	268.0	1323.0	158.0	91.0	48.0
работники, занятые подготовкой информации, оформлением документации, учетом и обслуживанием	17918.0	17572.0	337.0	44.0	221.0	56.0	16.0	9.0
работники сферы обслуживания, жилищно-коммунального хозяйства, торговли и родственных видов деятельности	86529.0	80297.0	6196.0	776.0	4841.0	297.0	282.0	36.0
квалифицированные работники сельского, лесного, охотничьего хозяйств, рыбоводства и рыболовства	7939.0	7521.0	417.0	65.0	304.0	25.0	23.0	1.0
квалифицированные рабочие крупных и мелких промышленных предприятий, художественных промыслов, строительства, транспорта, связи, геологии и разведки недр	94188.0	91765.0	2385.0	312.0	1596.0	336.0	141.0	38.0
операторы, аппаратчики, машинисты установок и машин	79253.0	76843.0	2368.0	348.0	1606.0	273.0	141.0	42.0
неквалифицированные рабочие	60571.0	59368.0	1163.0	153.0	700.0	192.0	118.0	40.0
занятые на военной службе	22619.0	22618.0						1.0
лица, неточно указавшие или не указавшие  занятия 	11857.0	11342.0	511.0	103.0	274.0	78.0	56.0	4.0
Амурская область								
Все население, занятое в экономике 	363927.0	344846.0	18973.0	5860.0	11461.0	1011.0	641.0	108.0
в том числе по группам занятий:								
руководители (представители) органов власти и управления всех уровней, включая руководителей учреждений, организаций и предприятий	37428.0	29186.0	8242.0	4437.0	3453.0	223.0	129.0	-
специалисты высшего уровня квалификации	43932.0	43084.0	840.0	133.0	608.0	59.0	40.0	8.0
специалисты среднего уровня квалификации	49531.0	48717.0	775.0	145.0	540.0	51.0	39.0	39.0
работники, занятые подготовкой информации, оформлением документации, учетом и обслуживанием	11721.0	11619.0	94.0	15.0	54.0	15.0	10.0	8.0
работники сферы обслуживания, жилищно-коммунального хозяйства, торговли и родственных видов деятельности	48794.0	44664.0	4121.0	481.0	3317.0	186.0	137.0	9.0
квалифицированные работники сельского, лесного, охотничьего хозяйств, рыбоводства и рыболовства	4317.0	3814.0	503.0	154.0	296.0	31.0	22.0	-
квалифицированные рабочие крупных и мелких промышленных предприятий, художественных промыслов, строительства, транспорта, связи, геологии и разведки недр	57254.0	55852.0	1382.0	168.0	955.0	189.0	70.0	20.0
операторы, аппаратчики, машинисты установок и машин	58251.0	56042.0	2199.0	219.0	1701.0	165.0	114.0	10.0
неквалифицированные рабочие	38278.0	37624.0	640.0	65.0	462.0	65.0	48.0	14.0
занятые на военной службе	11516.0	11516.0						-
лица, неточно указавшие или не указавшие  занятия 	2905.0	2728.0	177.0	43.0	75.0	27.0	32.0	-
Камчатская область								
Все население, занятое в экономике 	158126.0	151114.0	6977.0	2902.0	3773.0	238.0	64.0	35.0
в том числе по группам занятий:								
руководители (представители) органов власти и управления всех уровней, включая руководителей учреждений, организаций и предприятий	19119.0	14103.0	5009.0	2639.0	2236.0	97.0	37.0	7.0
специалисты высшего уровня квалификации	19454.0	19284.0	165.0	36.0	114.0	13.0	2.0	5.0
специалисты среднего уровня квалификации	26020.0	25865.0	151.0	37.0	102.0	12.0	-	4.0
работники, занятые подготовкой информации, оформлением документации, учетом и обслуживанием	4471.0	4465.0	6.0	2.0	2.0	2.0	-	-
работники сферы обслуживания, жилищно-коммунального хозяйства, торговли и родственных видов деятельности	18822.0	18203.0	616.0	74.0	499.0	36.0	7.0	3.0
квалифицированные работники сельского, лесного, охотничьего хозяйств, рыбоводства и рыболовства	2179.0	2040.0	139.0	9.0	108.0	19.0	3.0	-
квалифицированные рабочие крупных и мелких промышленных предприятий, художественных промыслов, строительства, транспорта, связи, геологии и разведки недр	19908.0	19636.0	267.0	29.0	211.0	20.0	7.0	5.0
операторы, аппаратчики, машинисты установок и машин	18730.0	18218.0	507.0	44.0	436.0	23.0	4.0	5.0
неквалифицированные рабочие	12732.0	12671.0	58.0	5.0	38.0	12.0	3.0	3.0
занятые на военной службе	14316.0	14316.0						-
лица, неточно указавшие или не указавшие  занятия 	2375.0	2313.0	59.0	27.0	27.0	4.0	1.0	3.0
Корякский автономный округ								
Все население, занятое в экономике 	10930.0	10711.0	217.0	92.0	102.0	22.0	1.0	2.0
в том числе по группам занятий:								
руководители (представители) органов власти и управления всех уровней, включая руководителей учреждений, организаций и предприятий	1952.0	1809.0	143.0	86.0	48.0	8.0	1.0	-
специалисты высшего уровня квалификации	1263.0	1261.0	2.0	-	2.0	-	-	-
специалисты среднего уровня квалификации	1792.0	1789.0	2.0	1.0	1.0	-	-	1.0
работники, занятые подготовкой информации, оформлением документации, учетом и обслуживанием	305.0	305.0	-	-	-	-	-	-
работники сферы обслуживания, жилищно-коммунального хозяйства, торговли и родственных видов деятельности	1145.0	1114.0	31.0	1.0	29.0	1.0	-	-
квалифицированные работники сельского, лесного, охотничьего хозяйств, рыбоводства и рыболовства	357.0	332.0	25.0	2.0	13.0	10.0	-	-
квалифицированные рабочие крупных и мелких промышленных предприятий, художественных промыслов, строительства, транспорта, связи, геологии и разведки недр	1234.0	1233.0	-	-	-	-	-	1.0
операторы, аппаратчики, машинисты установок и машин	1359.0	1350.0	9.0	1.0	7.0	1.0	-	-
неквалифицированные рабочие	1393.0	1389.0	4.0	-	2.0	2.0	-	-
занятые на военной службе	86.0	86.0						-
лица, неточно указавшие или не указавшие  занятия 	44.0	43.0	1.0	1.0	-	-	-	-
Магаданская область								
Все население, занятое в экономике 	89720.0	85312.0	4388.0	1580.0	2582.0	102.0	124.0	20.0
в том числе по группам занятий:								
руководители (представители) органов власти и управления всех уровней, включая руководителей учреждений, организаций и предприятий	12663.0	10528.0	2135.0	1345.0	731.0	22.0	37.0	-
специалисты высшего уровня квалификации	12089.0	11937.0	149.0	27.0	109.0	9.0	4.0	3.0
специалисты среднего уровня квалификации	13063.0	12914.0	149.0	27.0	108.0	12.0	2.0	-
работники, занятые подготовкой информации, оформлением документации, учетом и обслуживанием	2994.0	2975.0	18.0	3.0	11.0	1.0	3.0	1.0
работники сферы обслуживания, жилищно-коммунального хозяйства, торговли и родственных видов деятельности	10256.0	9691.0	559.0	46.0	478.0	11.0	24.0	6.0
квалифицированные работники сельского, лесного, охотничьего хозяйств, рыбоводства и рыболовства	703.0	568.0	135.0	11.0	108.0	13.0	3.0	-
квалифицированные рабочие крупных и мелких промышленных предприятий, художественных промыслов, строительства, транспорта, связи, геологии и разведки недр	12374.0	11998.0	372.0	32.0	318.0	10.0	12.0	4.0
операторы, аппаратчики, машинисты установок и машин	14801.0	14059.0	742.0	57.0	641.0	15.0	29.0	-
неквалифицированные рабочие	8908.0	8834.0	71.0	11.0	47.0	7.0	6.0	3.0
занятые на военной службе	696.0	696.0						-
лица, неточно указавшие или не указавшие  занятия 	1173.0	1112.0	58.0	21.0	31.0	2.0	4.0	3.0
Сахалинская область								
Все население, занятое в экономике 	239851.0	227741.0	12028.0	4447.0	6768.0	583.0	230.0	82.0
