4. НАСЕЛЕНИЕ КОРЕННЫХ МАЛОЧИСЛЕННЫХ НАРОДОВ ПО ВОЗРАСТНЫМ ГРУППАМ, ПОЛУ И СОСТОЯНИЮ В БРАКЕ																
																
	Мужчины	в том числе							Женщины	в том числе						
		состоящие в браке	из них		никогда не состоявшие в браке	вдовые	разошедшиеся	не указавшие состояние в браке		состоящие в браке	из них		никогда не состоявшие в браке	вдовые	разошедшиеся	не указавшие состояние в браке
			в зарегистри-рованном браке	в незарегистри-рованном браке							в зарегистри-рованном браке	в незарегистри-рованном браке				
Городское и сельское население КМН в возрасте 16 лет и более, включая лиц до 16 лет, указавших состояние в браке																
30 – 39	371.0	241.0	204.0	37.0	92.0	5.0	33.0	-	748.0	472.0	348.0	124.0	139.0	60.0	76.0	1.0
40 – 49	263.0	179.0	149.0	30.0	46.0	8.0	30.0	-	553.0	323.0	267.0	56.0	83.0	76.0	70.0	1.0
50 – 59	109.0	74.0	67.0	7.0	16.0	10.0	9.0	-	215.0	101.0	81.0	20.0	26.0	57.0	31.0	-
60 – 69	47.0	26.0	21.0	5.0	4.0	16.0	1.0	-	139.0	41.0	35.0	6.0	14.0	73.0	11.0	-
70 и более	25.0	13.0	10.0	3.0	-	11.0	1.0	-	45.0	5.0	4.0	1.0	6.0	32.0	2.0	-
возраст не указан	3.0	1.0	-	1.0	-	-	-	2.0	1.0	1.0	-	1.0	-	-	-	-
Нивхи	704.0	270.0	184.0	86.0	361.0	25.0	48.0	-	973.0	419.0	253.0	166.0	347.0	107.0	98.0	2.0
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		-	-	-	-		-	-	
16 – 17	52.0	-	-	-	52.0	-	-	-	53.0	2.0	-	2.0	51.0	-	-	-
18 – 19	45.0	-	-	-	45.0	-	-	-	66.0	5.0	3.0	2.0	61.0	-	-	-
20 – 29	200.0	55.0	30.0	25.0	142.0	-	3.0	-	229.0	104.0	45.0	59.0	112.0	3.0	10.0	-
30 – 39	181.0	95.0	65.0	30.0	63.0	3.0	20.0	-	202.0	113.0	75.0	38.0	52.0	10.0	26.0	1.0
40 – 49	145.0	73.0	55.0	18.0	50.0	4.0	18.0	-	227.0	126.0	81.0	45.0	44.0	28.0	29.0	-
50 – 59	45.0	27.0	22.0	5.0	5.0	7.0	6.0	-	117.0	49.0	35.0	14.0	20.0	24.0	24.0	-
60 – 69	28.0	18.0	10.0	8.0	2.0	7.0	1.0	-	52.0	18.0	12.0	6.0	4.0	21.0	9.0	-
70 и более	6.0	2.0	2.0	-	-	4.0	-	-	26.0	2.0	2.0	-	3.0	21.0	-	-
возраст не указан	2.0	-	-	-	2.0	-	-	-	1.0	-	-	-	-	-	-	1.0
Орочи	39.0	10.0	9.0	1.0	25.0	1.0	3.0	-	63.0	27.0	21.0	6.0	22.0	7.0	7.0	-
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		-	-	-	-		-	-	
16 – 17	4.0	-	-	-	4.0	-	-	-	4.0	-	-	-	4.0	-	-	-
18 – 19	6.0	-	-	-	6.0	-	-	-	3.0	-	-	-	3.0	-	-	-
20 – 29	9.0	2.0	2.0	-	6.0	-	1.0	-	15.0	6.0	4.0	2.0	8.0	-	1.0	-
30 – 39	10.0	5.0	4.0	1.0	5.0	-	-	-	11.0	5.0	3.0	2.0	4.0	1.0	1.0	-
40 – 49	6.0	2.0	2.0	-	3.0	-	1.0	-	15.0	9.0	7.0	2.0	2.0	2.0	2.0	-
50 – 59	1.0	-	-	-	-	1.0	-	-	6.0	4.0	4.0	-	1.0	1.0	-	-
60 – 69	1.0	-	-	-	-	-	1.0	-	8.0	3.0	3.0	-	-	2.0	3.0	-
70 и более	2.0	1.0	1.0	-	1.0	-	-	-	1.0	-	-	-	-	1.0	-	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Саамы	205.0	98.0	77.0	21.0	80.0	7.0	20.0	-	324.0	164.0	138.0	26.0	73.0	45.0	42.0	-
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		-	-	-	-		-	-	
16 – 17	12.0	-	-	-	12.0	-	-	-	18.0	1.0	1.0	-	17.0	-	-	-
18 – 19	11.0	-	-	-	11.0	-	-	-	10.0	-	-	-	10.0	-	-	-
20 – 29	62.0	20.0	11.0	9.0	39.0	-	3.0	-	80.0	46.0	33.0	13.0	29.0	-	5.0	-
30 – 39	47.0	29.0	21.0	8.0	8.0	1.0	9.0	-	47.0	33.0	22.0	11.0	3.0	1.0	10.0	-
40 – 49	39.0	26.0	24.0	2.0	7.0	2.0	4.0	-	70.0	46.0	45.0	1.0	5.0	6.0	13.0	-
50 – 59	18.0	13.0	12.0	1.0	1.0	-	4.0	-	44.0	26.0	25.0	1.0	2.0	9.0	7.0	-
60 – 69	12.0	9.0	8.0	1.0	2.0	1.0	-	-	32.0	9.0	9.0	-	3.0	16.0	4.0	-
70 и более	4.0	1.0	1.0	-	-	3.0	-	-	23.0	3.0	3.0	-	4.0	13.0	3.0	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Селькупы	227.0	104.0	84.0	20.0	96.0	7.0	20.0	-	308.0	138.0	100.0	38.0	105.0	37.0	28.0	-
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		-	-	-	-		-	-	
16 – 17	16.0	-	-	-	16.0	-	-	-	29.0	2.0	-	2.0	27.0	-	-	-
18 – 19	16.0	-	-	-	16.0	-	-	-	23.0	3.0	-	3.0	20.0	-	-	-
20 – 29	63.0	17.0	11.0	6.0	43.0	-	3.0	-	66.0	26.0	16.0	10.0	38.0	-	2.0	-
30 – 39	38.0	26.0	20.0	6.0	11.0	-	1.0	-	63.0	41.0	30.0	11.0	9.0	4.0	9.0	-
40 – 49	51.0	28.0	22.0	6.0	8.0	1.0	14.0	-	46.0	29.0	23.0	6.0	6.0	4.0	7.0	-
50 – 59	19.0	16.0	16.0	-	2.0	1.0	-	-	38.0	25.0	23.0	2.0	2.0	9.0	2.0	-
60 – 69	16.0	12.0	10.0	2.0	-	3.0	1.0	-	21.0	7.0	4.0	3.0	1.0	6.0	7.0	-
70 и более	8.0	5.0	5.0	-	-	2.0	1.0	-	22.0	5.0	4.0	1.0	2.0	14.0	1.0	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Сойоты	81.0	23.0	23.0	-	56.0	-	2.0	-	114.0	29.0	22.0	7.0	71.0	3.0	11.0	-
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		-	-	-	-		-	-	
16 – 17	13.0	-	-	-	13.0	-	-	-	10.0	-	-	-	10.0	-	-	-
18 – 19	18.0	-	-	-	18.0	-	-	-	24.0	-	-	-	24.0	-	-	-
20 – 29	30.0	9.0	9.0	-	21.0	-	-	-	42.0	13.0	8.0	5.0	27.0	-	2.0	-
30 – 39	8.0	5.0	5.0	-	2.0	-	1.0	-	14.0	5.0	4.0	1.0	4.0	-	5.0	-
40 – 49	4.0	2.0	2.0	-	2.0	-	-	-	12.0	6.0	5.0	1.0	3.0	1.0	2.0	-
50 – 59	7.0	6.0	6.0	-	-	-	1.0	-	9.0	4.0	4.0	-	3.0	1.0	1.0	-
60 – 69	1.0	1.0	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-
70 и более	-	-	-	-	-	-	-	-	3.0	1.0	1.0	-	-	1.0	1.0	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Тазы	38.0	24.0	22.0	2.0	11.0	1.0	2.0	-	40.0	17.0	14.0	3.0	9.0	6.0	8.0	-
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		-	-	-	-		-	-	
16 – 17	1.0	-	-	-	1.0	-	-	-	4.0	-	-	-	4.0	-	-	-
18 – 19	2.0	-	-	-	2.0	-	-	-	1.0	-	-	-	1.0	-	-	-
20 – 29	14.0	8.0	7.0	1.0	6.0	-	-	-	7.0	2.0	1.0	1.0	3.0	-	2.0	-
30 – 39	6.0	4.0	4.0	-	2.0	-	-	-	6.0	5.0	3.0	2.0	-	-	1.0	-
40 – 49	8.0	7.0	6.0	1.0	-	-	1.0	-	6.0	3.0	3.0	-	1.0	-	2.0	-
50 – 59	4.0	3.0	3.0	-	-	-	1.0	-	5.0	4.0	4.0	-	-	-	1.0	-
60 – 69	2.0	1.0	1.0	-	-	1.0	-	-	6.0	1.0	1.0	-	-	3.0	2.0	-
70 и более	1.0	1.0	1.0	-	-	-	-	-	5.0	2.0	2.0	-	-	3.0	-	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Теленгиты	28.0	12.0	10.0	2.0	14.0	-	2.0	-	43.0	13.0	9.0	4.0	26.0	4.0	-	-
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		-	-	-	-		-	-	
16 – 17	3.0	-	-	-	3.0	-	-	-	9.0	1.0	-	1.0	8.0	-	-	-
18 – 19	5.0	1.0	-	1.0	4.0	-	-	-	8.0	-	-	-	8.0	-	-	-
20 – 29	9.0	2.0	1.0	1.0	7.0	-	-	-	11.0	4.0	2.0	2.0	6.0	1.0	-	-
30 – 39	4.0	4.0	4.0	-	-	-	-	-	7.0	2.0	2.0	-	4.0	1.0	-	-
40 – 49	5.0	4.0	4.0	-	-	-	1.0	-	4.0	4.0	3.0	1.0	-	-	-	-
50 – 59	-	-	-	-	-	-	-	-	3.0	2.0	2.0	-	-	1.0	-	-
60 – 69	2.0	1.0	1.0	-	-	-	1.0	-	1.0	-	-	-	-	1.0	-	-
70 и более	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Телеуты	363.0	211.0	178.0	33.0	119.0	10.0	23.0	-	462.0	240.0	204.0	36.0	109.0	59.0	54.0	-
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		-	-	-	-		-	-	
16 – 17	26.0	-	-	-	26.0	-	-	-	27.0	2.0	1.0	1.0	24.0	-	1.0	-
18 – 19	25.0	2.0	-	2.0	23.0	-	-	-	25.0	3.0	2.0	1.0	22.0	-	-	-
20 – 29	97.0	40.0	34.0	6.0	52.0	-	5.0	-	96.0	49.0	39.0	10.0	39.0	-	8.0	-
30 – 39	56.0	42.0	33.0	9.0	10.0	1.0	3.0	-	77.0	56.0	47.0	9.0	8.0	3.0	10.0	-
40 – 49	84.0	65.0	55.0	10.0	5.0	3.0	11.0	-	117.0	75.0	66.0	9.0	6.0	15.0	21.0	-
50 – 59	38.0	33.0	29.0	4.0	2.0	-	3.0	-	45.0	31.0	27.0	4.0	3.0	5.0	6.0	-
60 – 69	22.0	17.0	15.0	2.0	1.0	3.0	1.0	-	42.0	18.0	16.0	2.0	3.0	14.0	7.0	-
70 и более	15.0	12.0	12.0	-	-	3.0	-	-	33.0	6.0	6.0	-	4.0	22.0	1.0	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Тофалары	16.0	7.0	4.0	3.0	6.0	-	3.0	-	18.0	10.0	10.0	-	7.0	1.0	-	-
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		-	-	-	-		-	-	
16 – 17	2.0	-	-	-	2.0	-	-	-	1.0	-	-	-	1.0	-	-	-
18 – 19	2.0	-	-	-	2.0	-	-	-	-	-	-	-	-	-	-	-
20 – 29	4.0	3.0	1.0	2.0	1.0	-	-	-	7.0	4.0	4.0	-	3.0	-	-	-
30 – 39	3.0	1.0	-	1.0	-	-	2.0	-	4.0	3.0	3.0	-	1.0	-	-	-
40 – 49	3.0	1.0	1.0	-	1.0	-	1.0	-	5.0	2.0	2.0	-	2.0	1.0	-	-
50 – 59	2.0	2.0	2.0	-	-	-	-	-	1.0	1.0	1.0	-	-	-	-	-
60 – 69	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
70 и более	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Тубалары	40.0	26.0	23.0	3.0	8.0	1.0	5.0	-	57.0	27.0	22.0	5.0	16.0	7.0	7.0	-
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		-	-	-	-		-	-	
16 – 17	-	-	-	-	-	-	-	-	3.0	-	-	-	3.0	-	-	-
18 – 19	4.0	-	-	-	4.0	-	-	-	4.0	-	-	-	4.0	-	-	-
20 – 29	12.0	8.0	7.0	1.0	4.0	-	-	-	10.0	4.0	4.0	-	6.0	-	-	-
30 – 39	8.0	7.0	6.0	1.0	-	-	1.0	-	11.0	7.0	4.0	3.0	2.0	1.0	1.0	-
40 – 49	5.0	4.0	4.0	-	-	-	1.0	-	15.0	11.0	9.0	2.0	-	-	4.0	-
50 – 59	7.0	4.0	3.0	1.0	-	-	3.0	-	5.0	4.0	4.0	-	1.0	-	-	-
60 – 69	2.0	2.0	2.0	-	-	-	-	-	6.0	1.0	1.0	-	-	3.0	2.0	-
70 и более	2.0	1.0	1.0	-	-	1.0	-	-	3.0	-	-	-	-	3.0	-	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Тувинцы-тоджинцы	2.0	2.0	2.0	-	-	-	-	-	-	-	-	-	-	-	-	-
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		-	-	-	-		-	-	
16 – 17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
18 – 19	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
20 – 29	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
30 – 39	1.0	1.0	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-
40 – 49	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
50 – 59	1.0	1.0	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-
60 – 69	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
70 и более	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Удэгейцы	96.0	48.0	40.0	8.0	37.0	2.0	9.0	-	176.0	90.0	68.0	22.0	63.0	11.0	12.0	-
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		-	-	-	-		-	-	
16 – 17	6.0	-	-	-	6.0	-	-	-	16.0	-	-	-	16.0	-	-	-
18 – 19	6.0	-	-	-	6.0	-	-	-	18.0	2.0	-	2.0	16.0	-	-	-
20 – 29	26.0	7.0	4.0	3.0	18.0	-	1.0	-	39.0	18.0	13.0	5.0	19.0	-	2.0	-
30 – 39	24.0	16.0	12.0	4.0	6.0	-	2.0	-	40.0	32.0	26.0	6.0	4.0	2.0	2.0	-
40 – 49	17.0	12.0	12.0	-	1.0	-	4.0	-	35.0	21.0	15.0	6.0	5.0	3.0	6.0	-
50 – 59	12.0	10.0	9.0	1.0	-	1.0	1.0	-	15.0	10.0	8.0	2.0	3.0	1.0	1.0	-
60 – 69	3.0	2.0	2.0	-	-	-	1.0	-	9.0	5.0	4.0	1.0	-	3.0	1.0	-
70 и более	2.0	1.0	1.0	-	-	1.0	-	-	4.0	2.0	2.0	-	-	2.0	-	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ульта (ороки)	60.0	19.0	11.0	8.0	36.0	2.0	3.0	-	65.0	32.0	18.0	14.0	24.0	5.0	4.0	-
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		-	-	-	-		-	-	
16 – 17	4.0	-	-	-	4.0	-	-	-	4.0	-	-	-	4.0	-	-	-
18 – 19	1.0	-	-	-	1.0	-	-	-	6.0	1.0	-	1.0	5.0	-	-	-
20 – 29	20.0	3.0	-	3.0	17.0	-	-	-	15.0	6.0	4.0	2.0	9.0	-	-	-
30 – 39	16.0	7.0	5.0	2.0	8.0	-	1.0	-	19.0	13.0	7.0	6.0	5.0	1.0	-	-
40 – 49	10.0	5.0	3.0	2.0	4.0	-	1.0	-	14.0	9.0	4.0	5.0	-	3.0	2.0	-
50 – 59	5.0	3.0	2.0	1.0	-	1.0	1.0	-	3.0	2.0	2.0	-	-	-	1.0	-
60 – 69	4.0	1.0	1.0	-	2.0	1.0	-	-	3.0	1.0	1.0	-	1.0	-	1.0	-
70 и более	-	-	-	-	-	-	-	-	1.0	-	-	-	-	1.0	-	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ульчи	127.0	54.0	46.0	8.0	51.0	4.0	18.0	-	217.0	96.0	78.0	18.0	89.0	15.0	17.0	-
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		-	-	-	-		-	-	
16 – 17	12.0	-	-	-	12.0	-	-	-	19.0	-	-	-	19.0	-	-	-
18 – 19	7.0	1.0	1.0	-	6.0	-	-	-	16.0	1.0	1.0	-	15.0	-	-	-
20 – 29	32.0	7.0	4.0	3.0	23.0	-	2.0	-	62.0	23.0	16.0	7.0	36.0	-	3.0	-
30 – 39	21.0	9.0	8.0	1.0	6.0	-	6.0	-	33.0	21.0	17.0	4.0	6.0	1.0	5.0	-
40 – 49	20.0	15.0	11.0	4.0	2.0	1.0	2.0	-	42.0	29.0	23.0	6.0	7.0	1.0	5.0	-
50 – 59	17.0	10.0	10.0	-	1.0	-	6.0	-	28.0	16.0	15.0	1.0	5.0	4.0	3.0	-
60 – 69	15.0	11.0	11.0	-	1.0	2.0	1.0	-	11.0	5.0	5.0	-	1.0	4.0	1.0	-
70 и более	3.0	1.0	1.0	-	-	1.0	1.0	-	6.0	1.0	1.0	-	-	5.0	-	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ханты	2446.0	1160.0	952.0	208.0	1074.0	45.0	153.0	14.0	4025.0	1953.0	1562.0	391.0	1254.0	401.0	407.0	10.0
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		2.0	2.0	1.0	1.0		-	-	
16 – 17	247.0	1.0	-	1.0	240.0	-	-	6.0	290.0	9.0	1.0	8.0	277.0	-	-	4.0
18 – 19	220.0	8.0	5.0	3.0	209.0	-	-	3.0	343.0	42.0	26.0	16.0	297.0	-	3.0	1.0
20 – 29	705.0	265.0	203.0	62.0	419.0	-	18.0	3.0	1055.0	542.0	406.0	136.0	439.0	14.0	59.0	1.0
30 – 39	548.0	357.0	286.0	71.0	125.0	4.0	61.0	1.0	883.0	586.0	462.0	124.0	117.0	49.0	131.0	-
40 – 49	429.0	316.0	267.0	49.0	60.0	7.0	46.0	-	777.0	497.0	425.0	72.0	68.0	78.0	134.0	-
50 – 59	166.0	127.0	115.0	12.0	14.0	9.0	16.0	-	336.0	181.0	155.0	26.0	30.0	80.0	44.0	1.0
60 – 69	96.0	66.0	58.0	8.0	5.0	14.0	10.0	1.0	224.0	77.0	70.0	7.0	12.0	107.0	27.0	1.0
70 и более	35.0	20.0	18.0	2.0	2.0	11.0	2.0	-	114.0	17.0	16.0	1.0	14.0	73.0	8.0	2.0
возраст не указан	-	-	-	-	-	-	-	-	1.0	-	-	-	-	-	1.0	-
Челканцы	41.0	19.0	18.0	1.0	18.0	2.0	2.0	-	48.0	23.0	19.0	4.0	15.0	3.0	7.0	-
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		-	-	-	-		-	-	
16 – 17	6.0	-	-	-	6.0	-	-	-	4.0	-	-	-	4.0	-	-	-
18 – 19	6.0	1.0	-	1.0	5.0	-	-	-	5.0	-	-	-	4.0	-	1.0	-
20 – 29	6.0	1.0	1.0	-	5.0	-	-	-	8.0	5.0	4.0	1.0	3.0	-	-	-
30 – 39	4.0	2.0	2.0	-	1.0	-	1.0	-	9.0	4.0	3.0	1.0	4.0	-	1.0	-
40 – 49	12.0	11.0	11.0	-	1.0	-	-	-	13.0	8.0	7.0	1.0	-	1.0	4.0	-
50 – 59	3.0	2.0	2.0	-	-	-	1.0	-	6.0	5.0	4.0	1.0	-	-	1.0	-
60 – 69	2.0	2.0	2.0	-	-	-	-	-	2.0	1.0	1.0	-	-	1.0	-	-
70 и более	2.0	-	-	-	-	2.0	-	-	1.0	-	-	-	-	1.0	-	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Чуванцы	79.0	32.0	24.0	8.0	36.0	2.0	7.0	2.0	144.0	65.0	53.0	12.0	45.0	15.0	19.0	-
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		1.0	1.0	1.0	-		-	-	
16 – 17	6.0	-	-	-	4.0	-	-	2.0	13.0	-	-	-	13.0	-	-	-
18 – 19	7.0	-	-	-	7.0	-	-	-	7.0	-	-	-	7.0	-	-	-
20 – 29	19.0	3.0	1.0	2.0	15.0	-	1.0	-	30.0	17.0	11.0	6.0	12.0	-	1.0	-
30 – 39	16.0	12.0	10.0	2.0	4.0	-	-	-	33.0	18.0	14.0	4.0	6.0	2.0	7.0	-
40 – 49	20.0	10.0	7.0	3.0	4.0	1.0	5.0	-	23.0	16.0	14.0	2.0	2.0	3.0	2.0	-
50 – 59	8.0	6.0	5.0	1.0	1.0	-	1.0	-	22.0	12.0	12.0	-	2.0	3.0	5.0	-
60 – 69	3.0	1.0	1.0	-	1.0	1.0	-	-	12.0	-	-	-	3.0	5.0	4.0	-
70 и более	-	-	-	-	-	-	-	-	3.0	1.0	1.0	-	-	2.0	-	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Чукчи	620.0	186.0	144.0	42.0	354.0	17.0	39.0	24.0	1018.0	381.0	268.0	113.0	445.0	64.0	118.0	10.0
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		1.0	1.0	-	1.0		-	-	
16 – 17	78.0	-	-	-	65.0	-	-	13.0	88.0	2.0	-	2.0	81.0	-	-	5.0
18 – 19	90.0	4.0	-	4.0	81.0	-	-	5.0	115.0	9.0	2.0	7.0	103.0	-	1.0	2.0
20 – 29	193.0	48.0	31.0	17.0	137.0	-	2.0	6.0	288.0	117.0	77.0	40.0	150.0	2.0	19.0	-
30 – 39	127.0	67.0	55.0	12.0	42.0	1.0	17.0	-	215.0	113.0	71.0	42.0	60.0	10.0	30.0	2.0
40 – 49	86.0	43.0	35.0	8.0	24.0	5.0	14.0	-	203.0	103.0	89.0	14.0	33.0	17.0	49.0	1.0
50 – 59	30.0	17.0	16.0	1.0	3.0	5.0	5.0	-	72.0	29.0	23.0	6.0	13.0	13.0	17.0	-
60 – 69	13.0	6.0	6.0	-	2.0	4.0	1.0	-	31.0	7.0	6.0	1.0	4.0	18.0	2.0	-
70 и более	2.0	-	-	-	-	2.0	-	-	5.0	-	-	-	1.0	4.0	-	-
возраст не указан	1.0	1.0	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-
Чулымцы	18.0	10.0	6.0	4.0	6.0	1.0	1.0	-	22.0	10.0	7.0	3.0	6.0	3.0	3.0	-
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		-	-	-	-		-	-	
16 – 17	1.0	-	-	-	1.0	-	-	-	-	-	-	-	-	-	-	-
18 – 19	1.0	-	-	-	1.0	-	-	-	2.0	-	-	-	2.0	-	-	-
20 – 29	4.0	-	-	-	3.0	-	1.0	-	3.0	1.0	-	1.0	2.0	-	-	-
30 – 39	4.0	3.0	1.0	2.0	1.0	-	-	-	6.0	3.0	2.0	1.0	1.0	-	2.0	-
40 – 49	2.0	2.0	1.0	1.0	-	-	-	-	3.0	1.0	1.0	-	1.0	1.0	-	-
50 – 59	3.0	3.0	2.0	1.0	-	-	-	-	3.0	3.0	2.0	1.0	-	-	-	-
60 – 69	1.0	1.0	1.0	-	-	-	-	-	2.0	1.0	1.0	-	-	1.0	-	-
70 и более	2.0	1.0	1.0	-	-	1.0	-	-	3.0	1.0	1.0	-	-	1.0	1.0	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Шапсуги	318.0	197.0	190.0	7.0	97.0	7.0	17.0	-	324.0	172.0	165.0	7.0	67.0	58.0	27.0	-
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		-	-	-	-		-	-	
16 – 17	22.0	-	-	-	22.0	-	-	-	9.0	-	-	-	9.0	-	-	-
18 – 19	12.0	-	-	-	12.0	-	-	-	14.0	1.0	1.0	-	13.0	-	-	-
20 – 29	53.0	10.0	9.0	1.0	43.0	-	-	-	51.0	16.0	13.0	3.0	33.0	-	2.0	-
30 – 39	50.0	34.0	31.0	3.0	13.0	-	3.0	-	52.0	40.0	38.0	2.0	5.0	1.0	6.0	-
40 – 49	74.0	65.0	64.0	1.0	3.0	-	6.0	-	69.0	52.0	51.0	1.0	2.0	6.0	9.0	-
50 – 59	37.0	31.0	30.0	1.0	2.0	-	4.0	-	43.0	30.0	30.0	-	1.0	7.0	5.0	-
60 – 69	39.0	31.0	31.0	-	2.0	2.0	4.0	-	42.0	23.0	22.0	1.0	1.0	13.0	5.0	-
70 и более	31.0	26.0	25.0	1.0	-	5.0	-	-	44.0	10.0	10.0	-	3.0	31.0	-	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Шорцы	3104.0	1785.0	1456.0	329.0	971.0	140.0	207.0	1.0	3999.0	2092.0	1671.0	421.0	807.0	703.0	397.0	-
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		-	-	-	-		-	-	
16 – 17	191.0	1.0	-	1.0	190.0	-	-	-	195.0	11.0	4.0	7.0	184.0	-	-	-
18 – 19	139.0	2.0	-	2.0	137.0	-	-	-	179.0	25.0	9.0	16.0	154.0	-	-	-
20 – 29	709.0	272.0	193.0	79.0	421.0	2.0	14.0	-	745.0	389.0	274.0	115.0	315.0	7.0	34.0	-
30 – 39	661.0	472.0	377.0	95.0	126.0	5.0	57.0	1.0	812.0	595.0	479.0	116.0	68.0	51.0	98.0	-
40 – 49	737.0	555.0	465.0	90.0	68.0	26.0	88.0	-	951.0	638.0	532.0	106.0	52.0	126.0	135.0	-
50 – 59	307.0	236.0	206.0	30.0	20.0	28.0	23.0	-	414.0	229.0	204.0	25.0	11.0	103.0	71.0	-
60 – 69	248.0	174.0	153.0	21.0	7.0	47.0	20.0	-	380.0	146.0	121.0	25.0	13.0	186.0	35.0	-
70 и более	112.0	73.0	62.0	11.0	2.0	32.0	5.0	-	323.0	59.0	48.0	11.0	10.0	230.0	24.0	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Эвенки	2532.0	1125.0	894.0	231.0	1184.0	76.0	140.0	7.0	3302.0	1457.0	1083.0	374.0	1215.0	330.0	294.0	6.0
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		-	-	-	-		-	-	
16 – 17	229.0	-	-	-	223.0	-	1.0	5.0	248.0	5.0	-	5.0	239.0	-	-	4.0
18 – 19	263.0	10.0	5.0	5.0	252.0	-	-	1.0	294.0	23.0	9.0	14.0	269.0	-	1.0	1.0
20 – 29	781.0	279.0	181.0	98.0	482.0	1.0	19.0	-	855.0	379.0	238.0	141.0	426.0	5.0	45.0	-
30 – 39	540.0	361.0	291.0	70.0	127.0	3.0	49.0	-	749.0	458.0	346.0	112.0	140.0	37.0	114.0	-
40 – 49	374.0	239.0	212.0	27.0	74.0	17.0	44.0	-	562.0	344.0	281.0	63.0	79.0	64.0	75.0	-
50 – 59	162.0	115.0	97.0	18.0	19.0	9.0	19.0	-	317.0	165.0	133.0	32.0	46.0	71.0	35.0	-
60 – 69	119.0	87.0	78.0	9.0	6.0	20.0	6.0	-	177.0	65.0	59.0	6.0	8.0	84.0	20.0	-
70 и более	63.0	34.0	30.0	4.0	1.0	26.0	2.0	-	100.0	18.0	17.0	1.0	8.0	69.0	4.0	1.0
возраст не указан	1.0	-	-	-	-	-	-	1.0	-	-	-	-	-	-	-	-
